#long lat depth rake slip_deficit_mm/yr uncertainty_mm/yr
180.127 -37.248 -3.21 297.916 0.204 48.9643
180.098 -37.232 -3.64 298.140 0.204 48.9104
180.070 -37.216 -4.07 298.364 0.204 48.8596
180.042 -37.199 -4.50 298.590 0.203 48.8128
180.013 -37.183 -4.93 298.817 0.203 48.7682
179.985 -37.166 -5.36 299.044 0.203 48.7266
179.956 -37.150 -5.79 299.272 0.203 48.689
180.093 -37.302 -3.21 292.639 0.628 50.2243
180.065 -37.286 -3.64 293.646 0.624 49.9037
180.037 -37.270 -4.07 294.669 0.620 49.6065
180.009 -37.254 -4.50 295.706 0.617 49.3333
179.981 -37.237 -4.93 296.756 0.614 49.0844
179.953 -37.221 -5.36 297.819 0.611 48.8592
179.924 -37.205 -5.79 298.893 0.608 48.66
180.060 -37.357 -3.21 287.661 1.081 51.8885
180.032 -37.340 -3.64 289.354 1.066 51.1907
180.004 -37.324 -4.07 291.097 1.053 50.5522
179.976 -37.308 -4.50 292.889 1.041 49.976
179.948 -37.292 -4.93 294.725 1.030 49.4623
179.920 -37.276 -5.36 296.602 1.021 49.014
179.892 -37.260 -5.79 298.514 1.013 48.6341
180.027 -37.411 -3.21 283.025 1.573 53.9176
179.999 -37.395 -3.64 285.293 1.539 52.7503
179.971 -37.379 -4.07 287.670 1.508 51.6877
179.944 -37.363 -4.50 290.150 1.480 50.7362
179.916 -37.347 -4.93 292.727 1.455 49.9023
179.888 -37.331 -5.36 295.392 1.435 49.1919
179.861 -37.315 -5.79 298.134 1.418 48.6093
179.993 -37.465 -3.21 278.750 2.110 56.274
179.966 -37.449 -3.64 281.484 2.046 54.559
179.938 -37.433 -4.07 284.401 1.987 52.9988
179.911 -37.417 -4.50 287.498 1.935 51.6089
179.883 -37.401 -4.93 290.766 1.890 50.401
179.856 -37.386 -5.36 294.192 1.852 49.3905
179.829 -37.370 -5.79 297.754 1.822 48.5877
179.960 -37.519 -3.21 274.839 2.700 58.9167
179.933 -37.503 -3.64 277.934 2.594 56.5926
179.905 -37.487 -4.07 281.299 2.497 54.475
179.878 -37.472 -4.50 284.939 2.410 52.5883
179.851 -37.456 -4.93 288.846 2.336 50.9585
179.824 -37.440 -5.36 293.002 2.274 49.6106
179.797 -37.425 -5.79 297.374 2.226 48.5683
179.918 -37.568 -3.21 288.478 3.008 60.161
179.891 -37.552 -3.64 292.296 2.877 57.5352
179.864 -37.537 -4.07 296.431 2.757 55.1404
179.836 -37.521 -4.50 300.890 2.650 53.0092
179.809 -37.505 -4.93 305.669 2.559 51.1719
179.782 -37.490 -5.36 310.747 2.483 49.6626
179.755 -37.474 -5.79 316.085 2.426 48.5117
179.868 -37.613 -3.21 288.566 2.991 59.8131
179.840 -37.597 -3.64 292.395 2.862 57.2324
179.813 -37.581 -4.07 296.538 2.744 54.8817
179.785 -37.565 -4.50 301.001 2.640 52.7942
179.758 -37.549 -4.93 305.777 2.550 51.0004
179.730 -37.533 -5.36 310.846 2.477 49.5317
179.702 -37.517 -5.79 316.168 2.421 48.4196
179.818 -37.657 -3.21 288.654 2.973 59.4662
179.790 -37.641 -3.64 292.495 2.846 56.9297
179.762 -37.625 -4.07 296.646 2.731 54.6242
179.734 -37.609 -4.50 301.112 2.629 52.5791
179.706 -37.593 -4.93 305.886 2.541 50.8279
179.678 -37.577 -5.36 310.946 2.470 49.4009
179.650 -37.561 -5.79 316.251 2.416 48.3267
179.768 -37.702 -3.21 288.744 2.956 59.1199
179.739 -37.686 -3.64 292.596 2.831 56.6276
179.711 -37.669 -4.07 296.754 2.718 54.3659
179.683 -37.653 -4.50 301.224 2.618 52.3655
179.655 -37.637 -4.93 305.996 2.533 50.6568
179.626 -37.620 -5.36 311.046 2.464 49.2703
179.598 -37.604 -5.79 316.334 2.412 48.2338
179.718 -37.747 -3.21 288.835 2.939 58.7724
179.689 -37.730 -3.64 292.698 2.816 56.3253
179.660 -37.713 -4.07 296.864 2.705 54.1078
179.632 -37.697 -4.50 301.337 2.608 52.151
179.603 -37.680 -4.93 306.106 2.524 50.4847
179.574 -37.664 -5.36 311.147 2.457 49.1398
179.546 -37.647 -5.79 316.417 2.407 48.1409
179.668 -37.791 -3.21 288.927 2.921 58.426
179.639 -37.774 -3.64 292.801 2.801 56.0222
179.610 -37.758 -4.07 296.975 2.692 53.8499
179.581 -37.741 -4.50 301.451 2.597 51.9377
179.551 -37.724 -4.93 306.217 2.516 50.3139
179.522 -37.707 -5.36 311.248 2.450 49.0095
179.493 -37.691 -5.79 316.501 2.402 48.0482
179.618 -37.836 -3.21 289.020 2.904 58.0802
179.588 -37.819 -3.64 292.905 2.786 55.7203
179.559 -37.802 -4.07 297.087 2.680 53.5922
179.529 -37.785 -4.50 301.566 2.586 51.7235
179.500 -37.768 -4.93 306.329 2.507 50.1433
179.471 -37.751 -5.36 311.350 2.444 48.8793
179.441 -37.734 -5.79 316.585 2.398 47.9557
179.567 -37.880 -3.21 289.114 2.887 57.7331
179.538 -37.863 -3.64 293.011 2.771 55.4185
179.508 -37.846 -4.07 297.200 2.667 53.3347
179.478 -37.829 -4.50 301.681 2.576 51.5097
179.448 -37.812 -4.93 306.442 2.499 49.9718
179.419 -37.794 -5.36 311.453 2.437 48.7483
179.389 -37.777 -5.79 316.670 2.393 47.8632
179.521 -37.923 -3.21 287.760 2.876 57.5126
179.491 -37.906 -3.64 289.683 2.771 55.426
179.462 -37.889 -4.07 291.845 2.676 53.5254
179.433 -37.872 -4.50 294.247 2.592 51.8335
179.403 -37.855 -4.93 296.881 2.518 50.3701
179.374 -37.838 -5.36 299.728 2.458 49.1547
179.345 -37.821 -5.79 302.761 2.410 48.2082
179.477 -37.964 -3.21 287.527 2.871 57.4196
179.449 -37.947 -3.64 288.764 2.788 55.7523
179.421 -37.931 -4.07 290.152 2.710 54.2009
179.393 -37.915 -4.50 291.691 2.639 52.7731
179.365 -37.899 -4.93 293.379 2.574 51.4806
179.336 -37.882 -5.36 295.211 2.517 50.3345
179.308 -37.866 -5.79 297.178 2.467 49.3432
179.433 -38.004 -3.21 287.293 2.866 57.3263
179.406 -37.989 -3.64 287.857 2.805 56.0937
179.380 -37.973 -4.07 288.502 2.746 54.9216
179.353 -37.958 -4.50 289.228 2.691 53.8142
179.326 -37.942 -4.93 290.036 2.639 52.7758
179.299 -37.927 -5.36 290.926 2.591 51.8108
179.272 -37.911 -5.79 291.894 2.546 50.9232
179.390 -38.045 -3.21 287.059 2.862 57.2352
179.364 -38.030 -3.64 286.960 2.822 56.4485
179.338 -38.015 -4.07 286.895 2.784 55.6863
179.313 -38.000 -4.50 286.863 2.748 54.9505
179.287 -37.986 -4.93 286.865 2.712 54.2417
179.261 -37.971 -5.36 286.899 2.678 53.561
179.236 -37.956 -5.79 286.968 2.645 52.9094
179.346 -38.085 -3.21 286.824 2.857 57.1447
179.321 -38.071 -3.64 286.075 2.841 56.8165
179.297 -38.057 -4.07 285.334 2.825 56.494
179.273 -38.043 -4.50 284.598 2.809 56.177
179.248 -38.029 -4.93 283.868 2.793 55.8639
179.224 -38.015 -5.36 283.145 2.778 55.5574
179.199 -38.001 -5.79 282.428 2.763 55.256
179.309 -38.131 -3.21 271.441 2.848 56.9619
179.285 -38.117 -3.64 272.301 2.843 56.8665
179.261 -38.103 -4.07 273.161 2.839 56.7732
179.237 -38.089 -4.50 274.022 2.834 56.6804
179.213 -38.075 -4.93 274.884 2.829 56.5875
179.188 -38.061 -5.36 275.746 2.825 56.4965
179.164 -38.047 -5.79 276.610 2.820 56.4066
179.279 -38.181 -3.21 271.383 2.834 56.6862
179.254 -38.167 -3.64 272.249 2.829 56.5891
179.230 -38.153 -4.07 273.117 2.825 56.4929
179.205 -38.139 -4.50 273.985 2.820 56.3967
179.180 -38.124 -4.93 274.853 2.815 56.3022
179.155 -38.110 -5.36 275.723 2.810 56.2083
179.130 -38.096 -5.79 276.593 2.806 56.1157
179.249 -38.232 -3.21 271.324 2.821 56.4112
179.224 -38.217 -3.64 272.197 2.816 56.3114
179.198 -38.203 -4.07 273.071 2.811 56.2126
179.173 -38.188 -4.50 273.946 2.806 56.1135
179.147 -38.173 -4.93 274.822 2.801 56.0166
179.122 -38.159 -5.36 275.699 2.796 55.9206
179.097 -38.144 -5.79 276.576 2.791 55.8253
179.219 -38.282 -3.21 271.264 2.807 56.1365
179.193 -38.267 -3.64 272.145 2.802 56.0328
179.167 -38.252 -4.07 273.026 2.797 55.9314
179.141 -38.237 -4.50 273.908 2.792 55.8307
179.115 -38.222 -4.93 274.791 2.787 55.7309
179.089 -38.207 -5.36 275.675 2.782 55.6325
179.063 -38.192 -5.79 276.559 2.777 55.5348
179.189 -38.333 -3.21 271.204 2.793 55.8611
179.162 -38.317 -3.64 272.091 2.788 55.7556
179.136 -38.302 -4.07 272.980 2.783 55.6512
179.109 -38.287 -4.50 273.869 2.777 55.5479
179.082 -38.271 -4.93 274.759 2.772 55.4457
179.056 -38.256 -5.36 275.650 2.767 55.3445
179.029 -38.240 -5.79 276.542 2.762 55.2443
179.159 -38.383 -3.21 271.143 2.779 55.5861
179.132 -38.367 -3.64 272.038 2.774 55.478
179.104 -38.352 -4.07 272.933 2.769 55.3711
179.077 -38.336 -4.50 273.830 2.763 55.2648
179.050 -38.320 -4.93 274.727 2.758 55.16
179.022 -38.304 -5.36 275.625 2.753 55.0564
178.995 -38.289 -5.79 276.525 2.748 54.9535
179.134 -38.438 -3.19 263.038 2.766 55.3293
179.110 -38.424 -3.56 264.341 2.762 55.2308
179.085 -38.410 -3.94 265.645 2.757 55.1332
179.060 -38.395 -4.31 266.950 2.752 55.0365
179.035 -38.381 -4.69 268.256 2.747 54.9404
179.011 -38.367 -5.06 269.563 2.742 54.8455
178.986 -38.352 -5.44 270.870 2.738 54.7516
178.961 -38.338 -5.81 272.178 2.733 54.6587
179.112 -38.496 -3.19 262.891 2.754 55.0771
179.086 -38.481 -3.56 264.206 2.749 54.9732
179.060 -38.466 -3.94 265.522 2.744 54.8706
179.034 -38.451 -4.31 266.839 2.738 54.7687
179.008 -38.436 -4.69 268.157 2.733 54.6677
178.982 -38.421 -5.06 269.476 2.728 54.5678
178.956 -38.406 -5.44 270.796 2.723 54.4693
178.930 -38.391 -5.81 272.117 2.719 54.3724
179.089 -38.554 -3.19 262.742 2.741 54.8253
179.062 -38.538 -3.56 264.069 2.736 54.7162
179.035 -38.522 -3.94 265.398 2.730 54.6083
179.008 -38.507 -4.31 266.727 2.725 54.501
178.981 -38.491 -4.69 268.057 2.720 54.3962
178.954 -38.475 -5.06 269.389 2.715 54.2912
178.926 -38.460 -5.44 270.721 2.709 54.1877
178.899 -38.444 -5.81 272.054 2.704 54.0853
179.067 -38.611 -3.19 262.592 2.729 54.5743
179.038 -38.595 -3.56 263.932 2.723 54.4596
179.010 -38.579 -3.94 265.272 2.717 54.3462
178.982 -38.562 -4.31 266.614 2.712 54.2349
178.953 -38.546 -4.69 267.956 2.706 54.1239
178.925 -38.530 -5.06 269.300 2.701 54.0141
178.897 -38.513 -5.44 270.645 2.695 53.9052
178.868 -38.497 -5.81 271.991 2.690 53.7988
179.044 -38.669 -3.19 262.441 2.716 54.3232
179.014 -38.652 -3.56 263.793 2.710 54.2029
178.985 -38.635 -3.94 265.145 2.704 54.0853
178.955 -38.618 -4.31 266.499 2.698 53.9677
178.926 -38.601 -4.69 267.855 2.693 53.8514
178.897 -38.584 -5.06 269.211 2.687 53.7377
178.867 -38.567 -5.44 270.569 2.681 53.6241
178.838 -38.550 -5.81 271.928 2.676 53.5118
179.026 -38.730 -3.14 261.257 2.704 54.0891
179.003 -38.717 -3.41 262.395 2.700 53.9975
178.981 -38.704 -3.68 263.534 2.695 53.9062
178.959 -38.691 -3.95 264.674 2.691 53.8161
178.936 -38.678 -4.23 265.814 2.686 53.7263
178.914 -38.665 -4.50 266.955 2.682 53.6378
178.891 -38.653 -4.77 268.097 2.678 53.5495
178.869 -38.640 -5.05 269.240 2.673 53.4625
178.847 -38.627 -5.32 270.383 2.669 53.3768
178.824 -38.614 -5.59 271.527 2.665 53.2913
178.802 -38.601 -5.86 272.672 2.660 53.2062
179.004 -38.789 -3.14 261.089 2.692 53.8385
178.980 -38.776 -3.41 262.238 2.687 53.7426
178.957 -38.762 -3.68 263.388 2.682 53.6466
178.933 -38.749 -3.95 264.539 2.678 53.5515
178.910 -38.735 -4.23 265.690 2.673 53.4576
178.887 -38.722 -4.50 266.842 2.668 53.3641
178.863 -38.708 -4.77 267.995 2.664 53.2724
178.840 -38.695 -5.05 269.149 2.659 53.1806
178.816 -38.681 -5.32 270.304 2.654 53.0897
178.793 -38.668 -5.59 271.459 2.650 53
178.770 -38.654 -5.86 272.615 2.646 52.9108
178.982 -38.849 -3.14 260.920 2.679 53.5889
178.957 -38.835 -3.41 262.080 2.674 53.4872
178.933 -38.821 -3.68 263.241 2.669 53.3865
178.908 -38.806 -3.95 264.402 2.664 53.2876
178.884 -38.792 -4.23 265.565 2.659 53.1886
178.859 -38.778 -4.50 266.728 2.655 53.0906
178.835 -38.764 -4.77 267.892 2.650 52.9945
178.811 -38.750 -5.05 269.057 2.645 52.8983
178.786 -38.736 -5.32 270.223 2.640 52.8027
178.762 -38.722 -5.59 271.390 2.635 52.7094
178.737 -38.708 -5.86 272.558 2.631 52.616
178.960 -38.908 -3.14 260.750 2.667 53.3393
178.934 -38.894 -3.41 261.920 2.662 53.2332
178.909 -38.879 -3.68 263.092 2.656 53.1276
178.883 -38.864 -3.95 264.265 2.651 53.0236
178.858 -38.849 -4.23 265.438 2.646 52.92
178.832 -38.835 -4.50 266.613 2.641 52.8174
178.807 -38.820 -4.77 267.788 2.636 52.7163
178.781 -38.805 -5.05 268.965 2.631 52.6158
178.756 -38.790 -5.32 270.142 2.626 52.5172
178.730 -38.776 -5.59 271.321 2.621 52.4182
178.705 -38.761 -5.86 272.500 2.616 52.3217
178.938 -38.968 -3.14 260.578 2.655 53.0906
178.911 -38.952 -3.41 261.759 2.649 52.9787
178.885 -38.937 -3.68 262.942 2.643 52.8691
178.858 -38.922 -3.95 264.126 2.638 52.7594
178.832 -38.906 -4.23 265.310 2.633 52.6516
178.805 -38.891 -4.50 266.496 2.627 52.5453
178.779 -38.876 -4.77 267.683 2.622 52.4388
178.752 -38.860 -5.05 268.871 2.617 52.3343
178.726 -38.845 -5.32 270.060 2.612 52.2304
178.699 -38.830 -5.59 271.250 2.606 52.1281
178.672 -38.814 -5.86 272.441 2.601 52.0261
178.916 -39.027 -3.14 260.404 2.642 52.8415
178.888 -39.011 -3.41 261.597 2.636 52.7255
178.861 -38.995 -3.68 262.790 2.631 52.6106
178.833 -38.979 -3.95 263.985 2.625 52.496
178.806 -38.963 -4.23 265.181 2.619 52.3834
178.778 -38.947 -4.50 266.378 2.614 52.2725
178.750 -38.931 -4.77 267.577 2.608 52.1614
178.723 -38.916 -5.05 268.776 2.603 52.0524
178.695 -38.900 -5.32 269.977 2.597 51.9437
178.668 -38.884 -5.59 271.179 2.592 51.8372
178.640 -38.868 -5.86 272.382 2.587 51.7318
178.895 -39.088 -3.14 258.508 2.630 52.5959
178.867 -39.071 -3.41 258.669 2.624 52.4769
178.839 -39.055 -3.68 258.832 2.618 52.3586
178.811 -39.039 -3.95 258.996 2.612 52.2424
178.783 -39.023 -4.23 259.161 2.606 52.1271
178.755 -39.007 -4.50 259.327 2.601 52.0124
178.727 -38.990 -4.77 259.494 2.595 51.8999
178.699 -38.974 -5.05 259.663 2.589 51.7882
178.670 -38.958 -5.32 259.833 2.584 51.6782
178.642 -38.942 -5.59 260.004 2.578 51.5681
178.614 -38.926 -5.86 260.176 2.573 51.4606
178.874 -39.149 -3.14 258.308 2.618 52.3517
178.846 -39.133 -3.41 258.469 2.612 52.2327
178.818 -39.117 -3.68 258.631 2.606 52.1148
178.791 -39.101 -3.95 258.794 2.600 51.9982
178.763 -39.085 -4.23 258.958 2.594 51.8819
178.735 -39.069 -4.50 259.124 2.588 51.7677
178.707 -39.053 -4.77 259.291 2.583 51.6547
178.679 -39.036 -5.05 259.459 2.577 51.542
178.651 -39.020 -5.32 259.628 2.572 51.4315
178.623 -39.004 -5.59 259.799 2.566 51.3222
178.595 -38.988 -5.86 259.971 2.561 51.2142
178.854 -39.211 -3.14 258.106 2.605 52.1086
178.826 -39.195 -3.41 258.266 2.599 51.9895
178.798 -39.179 -3.68 258.428 2.594 51.8704
178.771 -39.163 -3.95 258.590 2.588 51.7537
178.743 -39.147 -4.23 258.754 2.582 51.6378
178.715 -39.131 -4.50 258.919 2.576 51.5236
178.687 -39.115 -4.77 259.086 2.570 51.4092
178.660 -39.099 -5.05 259.253 2.565 51.2974
178.632 -39.083 -5.32 259.422 2.559 51.1864
178.604 -39.067 -5.59 259.592 2.554 51.0766
178.577 -39.051 -5.86 259.763 2.548 50.9675
178.833 -39.273 -3.14 257.902 2.593 51.8656
178.806 -39.257 -3.41 258.062 2.587 51.7462
178.778 -39.241 -3.68 258.223 2.581 51.6279
178.751 -39.225 -3.95 258.385 2.576 51.5108
178.723 -39.209 -4.23 258.548 2.570 51.3949
178.695 -39.193 -4.50 258.713 2.564 51.2788
178.668 -39.177 -4.77 258.878 2.558 51.1653
178.640 -39.161 -5.05 259.045 2.553 51.053
178.613 -39.145 -5.32 259.214 2.547 50.9419
178.585 -39.129 -5.59 259.383 2.542 50.8311
178.558 -39.113 -5.86 259.554 2.536 50.7224
178.813 -39.334 -3.14 257.697 2.581 51.6243
178.786 -39.318 -3.41 257.856 2.575 51.5044
178.758 -39.303 -3.68 258.016 2.569 51.3848
178.731 -39.287 -3.95 258.177 2.563 51.2676
178.703 -39.271 -4.23 258.340 2.558 51.1513
178.676 -39.255 -4.50 258.504 2.552 51.0361
178.648 -39.239 -4.77 258.669 2.546 50.9225
178.621 -39.223 -5.05 258.836 2.540 50.8097
178.593 -39.207 -5.32 259.003 2.535 50.6972
178.566 -39.192 -5.59 259.172 2.529 50.5868
178.539 -39.176 -5.86 259.342 2.524 50.478
178.792 -39.391 -3.15 257.654 2.570 51.3906
178.763 -39.374 -3.45 256.939 2.563 51.2605
178.733 -39.357 -3.75 256.226 2.557 51.1323
178.704 -39.340 -4.05 255.514 2.550 51.0054
178.674 -39.323 -4.35 254.803 2.544 50.8798
178.645 -39.306 -4.65 254.094 2.538 50.7556
178.615 -39.289 -4.95 253.387 2.532 50.6324
178.586 -39.272 -5.25 252.681 2.526 50.511
178.556 -39.255 -5.55 251.976 2.520 50.391
178.527 -39.238 -5.85 251.273 2.514 50.2724
178.774 -39.446 -3.15 257.472 2.559 51.1784
178.746 -39.429 -3.45 256.746 2.553 51.0529
178.718 -39.413 -3.75 256.021 2.546 50.9283
178.689 -39.397 -4.05 255.298 2.540 50.8057
178.661 -39.380 -4.35 254.576 2.534 50.684
178.633 -39.364 -4.65 253.855 2.528 50.5639
178.604 -39.347 -4.95 253.136 2.522 50.4447
178.576 -39.331 -5.25 252.419 2.516 50.3273
178.548 -39.315 -5.55 251.702 2.511 50.2111
178.519 -39.298 -5.85 250.987 2.505 50.0957
178.756 -39.500 -3.15 257.287 2.548 50.9659
178.729 -39.484 -3.45 256.550 2.542 50.8451
178.702 -39.468 -3.75 255.815 2.536 50.7258
178.675 -39.453 -4.05 255.080 2.530 50.6064
178.648 -39.437 -4.35 254.347 2.524 50.489
178.620 -39.421 -4.65 253.615 2.519 50.3732
178.593 -39.406 -4.95 252.884 2.513 50.2581
178.566 -39.390 -5.25 252.154 2.507 50.1446
178.539 -39.374 -5.55 251.426 2.502 50.0319
178.512 -39.359 -5.85 250.699 2.496 49.9204
178.738 -39.554 -3.15 257.102 2.538 50.7539
178.712 -39.539 -3.45 256.353 2.532 50.6378
178.686 -39.524 -3.75 255.606 2.526 50.5227
178.660 -39.509 -4.05 254.860 2.520 50.4091
178.634 -39.494 -4.35 254.116 2.515 50.2952
178.608 -39.479 -4.65 253.372 2.509 50.1833
178.582 -39.464 -4.95 252.630 2.504 50.0724
178.556 -39.449 -5.25 251.888 2.498 49.9626
178.530 -39.434 -5.55 251.148 2.493 49.8539
178.505 -39.419 -5.85 250.409 2.487 49.7454
178.720 -39.608 -3.15 256.915 2.527 50.5425
178.695 -39.594 -3.45 256.155 2.522 50.4311
178.670 -39.580 -3.75 255.397 2.516 50.3207
178.646 -39.565 -4.05 254.639 2.511 50.2112
178.621 -39.551 -4.35 253.883 2.505 50.1018
178.596 -39.537 -4.65 253.128 2.500 49.9943
178.571 -39.522 -4.95 252.373 2.494 49.8877
178.547 -39.508 -5.25 251.620 2.489 49.7821
178.522 -39.494 -5.55 250.868 2.484 49.6766
178.497 -39.479 -5.85 250.118 2.479 49.573
178.691 -39.661 -3.19 266.749 2.514 50.2751
178.661 -39.644 -3.56 266.760 2.507 50.1403
178.631 -39.627 -3.94 266.772 2.500 50.0054
178.601 -39.609 -4.31 266.787 2.494 49.8724
178.571 -39.592 -4.69 266.803 2.487 49.7409
178.541 -39.575 -5.06 266.820 2.481 49.6108
178.511 -39.557 -5.44 266.840 2.474 49.4817
178.481 -39.540 -5.81 266.861 2.468 49.3544
178.659 -39.717 -3.19 266.650 2.499 49.9791
178.629 -39.700 -3.56 266.659 2.492 49.8442
178.599 -39.682 -3.94 266.670 2.486 49.7108
178.570 -39.665 -4.31 266.682 2.479 49.5787
178.540 -39.648 -4.69 266.696 2.472 49.448
178.510 -39.631 -5.06 266.712 2.466 49.3196
178.480 -39.614 -5.44 266.729 2.460 49.1917
178.451 -39.597 -5.81 266.748 2.453 49.0657
178.626 -39.772 -3.19 266.550 2.484 49.6827
178.596 -39.755 -3.56 266.557 2.477 49.5488
178.567 -39.738 -3.94 266.566 2.471 49.4163
178.538 -39.721 -4.31 266.577 2.464 49.2855
178.508 -39.704 -4.69 266.589 2.458 49.1566
178.479 -39.687 -5.06 266.603 2.451 49.0282
178.450 -39.670 -5.44 266.618 2.445 48.9016
178.420 -39.653 -5.81 266.635 2.439 48.7759
178.593 -39.828 -3.19 266.448 2.469 49.3861
178.564 -39.811 -3.56 266.454 2.463 49.2531
178.535 -39.794 -3.94 266.461 2.456 49.1219
178.506 -39.777 -4.31 266.470 2.450 48.993
178.477 -39.761 -4.69 266.480 2.443 48.8645
178.448 -39.744 -5.06 266.492 2.437 48.7369
178.419 -39.727 -5.44 266.505 2.431 48.612
178.390 -39.710 -5.81 266.520 2.424 48.4876
178.560 -39.883 -3.19 266.346 2.454 49.0896
178.531 -39.866 -3.56 266.349 2.448 48.958
178.503 -39.850 -3.94 266.355 2.441 48.8287
178.474 -39.833 -4.31 266.361 2.435 48.6997
178.445 -39.817 -4.69 266.370 2.429 48.5721
178.417 -39.800 -5.06 266.379 2.422 48.4467
178.388 -39.784 -5.44 266.391 2.416 48.3218
178.359 -39.767 -5.81 266.404 2.410 48.1982
178.525 -39.937 -3.19 270.154 2.439 48.7851
178.497 -39.920 -3.56 270.864 2.433 48.6527
178.468 -39.904 -3.94 271.575 2.426 48.523
178.439 -39.887 -4.31 272.288 2.420 48.3933
178.410 -39.871 -4.69 273.002 2.413 48.2662
178.382 -39.854 -5.06 273.718 2.407 48.1392
178.353 -39.837 -5.44 274.435 2.401 48.0139
178.324 -39.821 -5.81 275.155 2.395 47.8905
178.488 -39.989 -3.19 270.096 2.424 48.472
178.459 -39.972 -3.56 270.812 2.417 48.3375
178.430 -39.956 -3.94 271.530 2.410 48.2052
178.401 -39.939 -4.31 272.249 2.404 48.0735
178.372 -39.922 -4.69 272.970 2.397 47.944
178.343 -39.905 -5.06 273.693 2.391 47.815
178.313 -39.888 -5.44 274.417 2.384 47.6883
178.284 -39.871 -5.81 275.143 2.378 47.5626
178.451 -40.042 -3.19 270.038 2.408 48.1589
178.422 -40.025 -3.56 270.760 2.401 48.0218
178.392 -40.007 -3.94 271.484 2.394 47.8875
178.363 -39.990 -4.31 272.210 2.388 47.7537
178.333 -39.973 -4.69 272.938 2.381 47.6222
178.303 -39.956 -5.06 273.667 2.375 47.4917
178.274 -39.939 -5.44 274.399 2.368 47.3622
178.244 -39.922 -5.81 275.131 2.362 47.2351
178.415 -40.094 -3.19 269.978 2.392 47.8451
178.385 -40.077 -3.56 270.707 2.385 47.7067
178.354 -40.059 -3.94 271.438 2.378 47.5698
178.324 -40.042 -4.31 272.171 2.372 47.434
178.294 -40.025 -4.69 272.905 2.365 47.3
178.264 -40.007 -5.06 273.642 2.358 47.1676
178.234 -39.990 -5.44 274.380 2.352 47.0371
178.204 -39.972 -5.81 275.120 2.345 46.9068
178.378 -40.146 -3.19 269.918 2.377 47.5321
178.347 -40.129 -3.56 270.654 2.370 47.3916
178.317 -40.111 -3.94 271.391 2.363 47.2526
178.286 -40.093 -4.31 272.131 2.356 47.1151
178.256 -40.076 -4.69 272.872 2.349 46.9783
178.225 -40.058 -5.06 273.615 2.342 46.8439
178.195 -40.041 -5.44 274.361 2.336 46.7106
178.164 -40.023 -5.81 275.108 2.329 46.5794
178.341 -40.199 -3.19 269.857 2.361 47.2193
178.310 -40.181 -3.56 270.599 2.354 47.0761
178.279 -40.163 -3.94 271.344 2.347 46.935
178.248 -40.145 -4.31 272.090 2.340 46.795
178.217 -40.127 -4.69 272.839 2.333 46.657
178.186 -40.109 -5.06 273.589 2.326 46.5206
178.155 -40.091 -5.44 274.341 2.319 46.3855
178.124 -40.074 -5.81 275.096 2.313 46.2515
178.309 -40.254 -3.17 263.041 2.347 46.9318
178.281 -40.238 -3.50 263.659 2.340 46.8028
178.254 -40.222 -3.83 264.278 2.334 46.6742
178.226 -40.206 -4.17 264.899 2.327 46.5477
178.198 -40.190 -4.50 265.522 2.321 46.4226
178.170 -40.173 -4.83 266.146 2.315 46.2978
178.142 -40.157 -5.17 266.772 2.309 46.1753
178.114 -40.141 -5.50 267.399 2.303 46.0541
178.086 -40.125 -5.83 268.028 2.297 45.9342
178.280 -40.310 -3.17 262.900 2.333 46.6556
178.252 -40.294 -3.50 263.523 2.326 46.524
178.224 -40.278 -3.83 264.147 2.320 46.393
178.195 -40.261 -4.17 264.774 2.313 46.2645
178.167 -40.245 -4.50 265.402 2.307 46.137
178.139 -40.229 -4.83 266.032 2.301 46.0112
178.111 -40.212 -5.17 266.663 2.294 45.8864
178.082 -40.196 -5.50 267.296 2.288 45.762
178.054 -40.180 -5.83 267.931 2.282 45.6404
178.251 -40.367 -3.17 262.757 2.319 46.3791
178.222 -40.350 -3.50 263.385 2.312 46.2447
178.193 -40.333 -3.83 264.015 2.306 46.1124
178.165 -40.317 -4.17 264.647 2.299 45.9816
178.136 -40.300 -4.50 265.280 2.293 45.8516
178.108 -40.284 -4.83 265.916 2.286 45.7235
178.079 -40.267 -5.17 266.553 2.280 45.5968
178.051 -40.251 -5.50 267.192 2.274 45.4715
178.022 -40.234 -5.83 267.832 2.267 45.3476
178.221 -40.423 -3.17 262.612 2.305 46.1021
178.192 -40.406 -3.50 263.245 2.298 45.9664
178.163 -40.389 -3.83 263.881 2.292 45.8317
178.134 -40.373 -4.17 264.518 2.285 45.6984
178.106 -40.356 -4.50 265.157 2.278 45.5669
178.077 -40.339 -4.83 265.798 2.272 45.4364
178.048 -40.323 -5.17 266.441 2.265 45.3074
178.019 -40.306 -5.50 267.086 2.259 45.1802
177.990 -40.289 -5.83 267.732 2.253 45.0541
178.192 -40.479 -3.17 262.465 2.291 45.8267
178.163 -40.462 -3.50 263.104 2.284 45.688
178.133 -40.445 -3.83 263.745 2.278 45.5512
178.104 -40.428 -4.17 264.388 2.271 45.4167
178.075 -40.411 -4.50 265.033 2.264 45.2829
178.045 -40.394 -4.83 265.680 2.257 45.1504
178.016 -40.378 -5.17 266.328 2.251 45.019
177.987 -40.361 -5.50 266.979 2.244 44.8896
177.958 -40.344 -5.83 267.631 2.238 44.7616
