#long lat depth rake slip_deficit_mm/yr uncertainty_mm/yr
175.746 -39.479 -55.47 317.712 0.010 3.0085
175.723 -39.466 -57.03 318.627 0.009 2.74537
175.699 -39.452 -58.59 319.541 0.008 2.52618
175.676 -39.439 -60.16 320.455 0.008 2.26228
175.652 -39.425 -61.72 321.369 0.007 2.04235
175.629 -39.411 -63.28 322.281 0.006 1.82207
175.605 -39.398 -64.84 323.194 0.005 1.55692
175.582 -39.384 -66.41 324.106 0.004 1.33581
175.558 -39.371 -67.97 325.017 0.004 1.06972
175.535 -39.357 -69.53 325.928 0.003 0.847729
175.511 -39.343 -71.09 326.838 0.002 0.625298
175.487 -39.330 -72.66 327.748 0.001 0.357694
175.464 -39.316 -74.22 328.657 0.000 0.134281
175.772 -39.561 -50.78 316.092 0.014 3.67261
175.748 -39.548 -52.34 316.947 0.013 3.45735
175.724 -39.534 -53.91 317.801 0.012 3.24178
175.700 -39.520 -55.47 318.655 0.011 2.98196
175.676 -39.506 -57.03 319.508 0.010 2.76548
175.651 -39.492 -58.59 320.361 0.009 2.50471
175.627 -39.478 -60.16 321.214 0.008 2.28736
175.603 -39.464 -61.72 322.066 0.008 2.02559
175.579 -39.450 -63.28 322.917 0.007 1.80733
175.555 -39.436 -64.84 323.769 0.006 1.54453
175.530 -39.422 -66.41 324.619 0.005 1.32531
175.506 -39.408 -67.97 325.469 0.004 1.10566
175.482 -39.394 -69.53 326.319 0.003 0.841237
175.458 -39.380 -71.09 327.168 0.002 0.620568
175.434 -39.366 -72.66 328.017 0.001 0.355011
175.410 -39.352 -74.22 328.866 0.000 0.133285
175.727 -39.603 -50.78 317.241 0.015 3.68257
175.703 -39.588 -52.34 318.033 0.014 3.46989
175.678 -39.574 -53.91 318.824 0.013 3.21332
175.653 -39.560 -55.47 319.615 0.012 2.99964
175.628 -39.546 -57.03 320.405 0.011 2.74197
175.603 -39.531 -58.59 321.196 0.010 2.52728
175.579 -39.517 -60.16 321.985 0.009 2.26849
175.554 -39.503 -61.72 322.775 0.008 2.05276
175.529 -39.488 -63.28 323.564 0.007 1.79286
175.504 -39.474 -64.84 324.353 0.006 1.57608
175.479 -39.460 -66.41 325.141 0.005 1.31496
175.455 -39.445 -67.97 325.929 0.004 1.09711
175.430 -39.431 -69.53 326.717 0.003 0.834801
175.405 -39.417 -71.09 327.504 0.002 0.615859
175.380 -39.402 -72.66 328.291 0.001 0.352345
175.355 -39.388 -74.22 329.077 0.000 0.13229
175.683 -39.644 -50.78 318.411 0.016 3.69316
175.657 -39.629 -52.34 319.138 0.015 3.43984
175.632 -39.615 -53.91 319.865 0.014 3.22895
175.606 -39.600 -55.47 320.591 0.013 2.97434
175.581 -39.585 -57.03 321.318 0.012 2.7623
175.555 -39.571 -58.59 322.044 0.011 2.50652
175.530 -39.556 -60.16 322.770 0.010 2.29329
175.505 -39.541 -61.72 323.495 0.009 2.03627
175.479 -39.527 -63.28 324.221 0.008 1.77858
175.454 -39.512 -64.84 324.946 0.007 1.56366
175.428 -39.497 -66.41 325.671 0.006 1.30469
175.403 -39.483 -67.97 326.396 0.005 1.08862
175.377 -39.468 -69.53 327.120 0.004 0.828409
175.352 -39.453 -71.09 327.844 0.003 0.611172
175.326 -39.438 -72.66 328.569 0.002 0.349686
175.301 -39.424 -74.22 329.292 0.001 0.1313
175.639 -39.686 -50.74 318.708 0.017 3.67258
175.614 -39.672 -52.21 319.061 0.016 3.46327
175.590 -39.658 -53.68 319.414 0.015 3.25352
175.566 -39.644 -55.15 319.766 0.014 3.04323
175.541 -39.629 -56.62 320.119 0.013 2.7895
175.517 -39.615 -58.09 320.471 0.012 2.57811
175.492 -39.601 -59.56 320.823 0.011 2.36619
175.468 -39.587 -61.03 321.175 0.010 2.15373
175.444 -39.573 -62.50 321.527 0.009 1.89763
175.419 -39.559 -63.97 321.879 0.008 1.68407
175.395 -39.545 -65.44 322.230 0.007 1.46997
175.371 -39.531 -66.91 322.582 0.006 1.25534
175.346 -39.517 -68.38 322.933 0.005 1.04018
175.322 -39.503 -69.85 323.284 0.004 0.7811
175.297 -39.489 -71.32 323.635 0.003 0.564809
175.273 -39.475 -72.79 323.986 0.002 0.348002
175.249 -39.461 -74.26 324.337 0.001 0.130661
175.594 -39.727 -50.74 318.849 0.018 3.70566
175.570 -39.713 -52.21 319.202 0.017 3.45449
175.545 -39.699 -53.68 319.555 0.016 3.24528
175.520 -39.684 -55.15 319.909 0.015 3.03562
175.496 -39.670 -56.62 320.261 0.014 2.82536
175.471 -39.656 -58.09 320.614 0.013 2.57177
175.446 -39.642 -59.56 320.967 0.012 2.36038
175.422 -39.627 -61.03 321.319 0.011 2.14852
175.397 -39.613 -62.50 321.672 0.010 1.93607
175.372 -39.599 -63.97 322.024 0.008 1.68005
175.348 -39.585 -65.44 322.376 0.007 1.46647
175.323 -39.570 -66.91 322.728 0.006 1.25239
175.298 -39.556 -68.38 323.080 0.005 1.03775
175.274 -39.542 -69.85 323.432 0.004 0.779292
175.249 -39.528 -71.32 323.784 0.003 0.563519
175.224 -39.513 -72.79 324.135 0.002 0.347218
175.200 -39.499 -74.26 324.486 0.001 0.130368
175.550 -39.768 -50.74 318.990 0.019 3.69615
175.525 -39.754 -52.21 319.344 0.018 3.48818
175.500 -39.739 -53.68 319.698 0.017 3.27966
175.475 -39.725 -55.15 320.052 0.016 3.02796
175.450 -39.711 -56.62 320.405 0.015 2.81832
175.425 -39.696 -58.09 320.758 0.014 2.60813
175.400 -39.682 -59.56 321.112 0.012 2.35459
175.376 -39.667 -61.03 321.465 0.011 2.14327
175.351 -39.653 -62.50 321.818 0.010 1.93139
175.326 -39.639 -63.97 322.170 0.009 1.71897
175.301 -39.624 -65.44 322.523 0.008 1.46298
175.276 -39.610 -66.91 322.876 0.007 1.24946
175.251 -39.595 -68.38 323.228 0.005 1.03534
175.226 -39.581 -69.85 323.580 0.004 0.777492
175.201 -39.566 -71.32 323.932 0.003 0.562236
175.176 -39.552 -72.79 324.284 0.002 0.346429
175.151 -39.538 -74.26 324.636 0.001 0.130075
175.506 -39.809 -50.74 319.132 0.021 3.72893
175.481 -39.795 -52.21 319.487 0.019 3.47924
175.455 -39.780 -53.68 319.841 0.018 3.27137
175.430 -39.766 -55.15 320.195 0.017 3.06287
175.405 -39.751 -56.62 320.549 0.016 2.8113
175.380 -39.737 -58.09 320.903 0.014 2.60171
175.355 -39.722 -59.56 321.257 0.013 2.39152
175.329 -39.707 -61.03 321.611 0.012 2.13807
175.304 -39.693 -62.50 321.964 0.011 1.92677
175.279 -39.678 -63.97 322.317 0.009 1.71488
175.254 -39.664 -65.44 322.671 0.008 1.45954
175.228 -39.649 -66.91 323.024 0.007 1.24653
175.203 -39.635 -68.38 323.377 0.006 1.03292
175.178 -39.620 -69.85 323.729 0.004 0.818792
175.153 -39.605 -71.32 324.082 0.003 0.560941
175.127 -39.591 -72.79 324.435 0.002 0.345643
175.102 -39.576 -74.26 324.787 0.001 0.129784
175.462 -39.851 -50.74 319.275 0.022 3.71936
175.436 -39.836 -52.21 319.630 0.021 3.51264
175.411 -39.821 -53.68 319.985 0.019 3.26301
175.385 -39.806 -55.15 320.340 0.018 3.05521
175.360 -39.792 -56.62 320.694 0.017 2.84677
175.334 -39.777 -58.09 321.049 0.015 2.59525
175.309 -39.762 -59.56 321.403 0.014 2.38565
175.283 -39.747 -61.03 321.757 0.013 2.17555
175.257 -39.733 -62.50 322.111 0.011 1.92212
175.232 -39.718 -63.97 322.465 0.010 1.71079
175.206 -39.703 -65.44 322.819 0.009 1.4989
175.181 -39.688 -66.91 323.172 0.007 1.24357
175.155 -39.674 -68.38 323.526 0.006 1.03053
175.130 -39.659 -69.85 323.879 0.005 0.816904
175.104 -39.644 -71.32 324.232 0.003 0.559665
175.079 -39.630 -72.79 324.585 0.002 0.344858
175.053 -39.615 -74.26 324.938 0.001 0.129493
175.417 -39.892 -50.74 319.419 0.023 3.7098
175.392 -39.877 -52.21 319.774 0.022 3.50365
175.366 -39.862 -53.68 320.130 0.020 3.29701
175.340 -39.847 -55.15 320.485 0.019 3.0475
175.314 -39.832 -56.62 320.840 0.018 2.83968
175.288 -39.817 -58.09 321.195 0.016 2.6313
175.263 -39.802 -59.56 321.550 0.015 2.3798
175.237 -39.787 -61.03 321.905 0.013 2.17023
175.211 -39.773 -62.50 322.259 0.012 1.91748
175.185 -39.758 -63.97 322.614 0.011 1.70671
175.159 -39.743 -65.44 322.968 0.009 1.49537
175.133 -39.728 -66.91 323.322 0.008 1.24066
175.108 -39.713 -68.38 323.676 0.006 1.02812
175.082 -39.698 -69.85 324.030 0.005 0.815021
175.056 -39.683 -71.32 324.383 0.004 0.558391
175.030 -39.668 -72.79 324.737 0.002 0.344085
175.004 -39.653 -74.26 325.090 0.001 0.129201
175.369 -39.934 -50.66 326.431 0.255 3.95251
175.345 -39.920 -51.97 326.738 0.242 3.74682
175.322 -39.907 -53.29 327.045 0.228 3.54063
175.299 -39.893 -54.61 327.352 0.215 3.33394
175.275 -39.880 -55.92 327.659 0.201 3.12679
175.252 -39.866 -57.24 327.966 0.187 2.91906
175.228 -39.853 -58.55 328.273 0.174 2.71082
175.205 -39.839 -59.87 328.580 0.160 2.50208
175.182 -39.826 -61.18 328.886 0.146 2.29287
175.158 -39.812 -62.50 329.193 0.133 2.04057
175.135 -39.799 -63.82 329.499 0.119 1.83022
175.112 -39.785 -65.13 329.805 0.105 1.61936
175.088 -39.772 -66.45 330.111 0.091 1.408
175.065 -39.758 -67.76 330.417 0.077 1.19613
175.041 -39.745 -69.08 330.723 0.063 0.983725
175.018 -39.731 -70.39 331.029 0.049 0.770801
174.995 -39.718 -71.71 331.334 0.035 0.557363
174.971 -39.704 -73.03 331.640 0.021 0.343406
174.948 -39.691 -74.34 331.945 0.007 0.128935
175.313 -39.974 -50.66 326.606 0.717 4.40433
175.289 -39.961 -51.97 326.914 0.679 4.19982
175.265 -39.947 -53.29 327.221 0.641 3.95277
175.242 -39.933 -54.61 327.529 0.603 3.70499
175.218 -39.920 -55.92 327.837 0.565 3.49884
175.194 -39.906 -57.24 328.144 0.526 3.24995
175.171 -39.892 -58.55 328.451 0.488 3.00044
175.147 -39.879 -59.87 328.758 0.450 2.75024
175.123 -39.865 -61.18 329.065 0.411 2.54184
175.100 -39.852 -62.50 329.372 0.372 2.2905
175.076 -39.838 -63.82 329.679 0.333 2.03853
175.052 -39.824 -65.13 329.986 0.295 1.82845
175.029 -39.811 -66.45 330.292 0.256 1.57523
175.005 -39.797 -67.76 330.598 0.217 1.32142
174.981 -39.783 -69.08 330.905 0.177 1.10966
174.958 -39.770 -70.39 331.211 0.138 0.854646
174.934 -39.756 -71.71 331.517 0.099 0.598979
174.910 -39.742 -73.03 331.823 0.059 0.385533
174.887 -39.729 -74.34 332.129 0.020 0.12867
175.256 -40.015 -50.66 326.782 1.176 4.85393
175.233 -40.001 -51.97 327.090 1.114 4.60875
175.209 -39.988 -53.29 327.398 1.052 4.36285
175.185 -39.974 -54.61 327.706 0.989 4.0743
175.161 -39.960 -55.92 328.014 0.927 3.82716
175.137 -39.946 -57.24 328.322 0.864 3.57932
175.113 -39.932 -58.55 328.630 0.801 3.33083
175.089 -39.918 -59.87 328.938 0.738 3.03956
175.065 -39.905 -61.18 329.245 0.674 2.78974
175.041 -39.891 -62.50 329.552 0.611 2.53931
175.017 -39.877 -63.82 329.860 0.547 2.24591
174.993 -39.863 -65.13 330.167 0.484 1.99414
174.969 -39.849 -66.45 330.474 0.420 1.74175
174.945 -39.836 -67.76 330.781 0.355 1.48875
174.921 -39.822 -69.08 331.087 0.291 1.19248
174.898 -39.808 -70.39 331.394 0.227 0.938115
174.874 -39.794 -71.71 331.700 0.162 0.683133
174.850 -39.780 -73.03 332.007 0.097 0.38474
174.826 -39.767 -74.34 332.313 0.033 0.128406
175.200 -40.056 -50.66 326.959 1.633 5.30136
175.176 -40.042 -51.97 327.267 1.547 5.0156
175.152 -40.028 -53.29 327.576 1.461 4.72911
175.128 -40.014 -54.61 327.885 1.374 4.48377
175.104 -40.000 -55.92 328.193 1.287 4.19584
175.079 -39.986 -57.24 328.502 1.200 3.90715
175.055 -39.972 -58.55 328.810 1.112 3.6177
175.031 -39.958 -59.87 329.118 1.024 3.32749
175.007 -39.944 -61.18 329.426 0.937 3.03655
174.982 -39.930 -62.50 329.733 0.848 2.74484
174.958 -39.916 -63.82 330.041 0.760 2.45233
174.934 -39.902 -65.13 330.349 0.672 2.20146
174.910 -39.888 -66.45 330.656 0.583 1.90754
174.886 -39.874 -67.76 330.963 0.494 1.61287
174.861 -39.860 -69.08 331.271 0.404 1.31744
174.837 -39.846 -70.39 331.578 0.315 1.02126
174.813 -39.832 -71.71 331.884 0.225 0.724316
174.789 -39.818 -73.03 332.191 0.135 0.426612
174.765 -39.804 -74.34 332.498 0.045 0.128147
175.144 -40.097 -50.66 327.136 2.088 5.7466
175.120 -40.083 -51.97 327.446 1.978 5.4623
175.095 -40.068 -53.29 327.755 1.867 5.13539
175.071 -40.054 -54.61 328.064 1.757 4.84951
175.046 -40.040 -55.92 328.373 1.645 4.52092
175.022 -40.026 -57.24 328.682 1.534 4.23346
174.997 -40.012 -58.55 328.990 1.422 3.90317
174.973 -39.998 -59.87 329.299 1.310 3.61414
174.948 -39.984 -61.18 329.607 1.198 3.28217
174.924 -39.970 -62.50 329.915 1.085 2.99153
174.899 -39.955 -63.82 330.223 0.972 2.70008
174.875 -39.941 -65.13 330.531 0.859 2.36566
174.850 -39.927 -66.45 330.839 0.745 2.07263
174.826 -39.913 -67.76 331.147 0.631 1.73651
174.801 -39.899 -69.08 331.455 0.517 1.44188
174.777 -39.885 -70.39 331.762 0.403 1.10406
174.752 -39.871 -71.71 332.069 0.288 0.807848
174.728 -39.856 -73.03 332.377 0.173 0.468311
174.703 -39.842 -74.34 332.684 0.058 0.170514
175.088 -40.138 -50.66 327.315 2.541 6.18985
175.063 -40.123 -51.97 327.625 2.407 5.8653
175.039 -40.109 -53.29 327.934 2.272 5.53984
175.014 -40.095 -54.61 328.244 2.137 5.21353
174.989 -40.080 -55.92 328.553 2.002 4.88634
174.964 -40.066 -57.24 328.862 1.867 4.55827
174.940 -40.052 -58.55 329.172 1.731 4.22931
174.915 -40.037 -59.87 329.481 1.594 3.89948
174.890 -40.023 -61.18 329.789 1.458 3.56875
174.865 -40.009 -62.50 330.098 1.321 3.23715
174.840 -39.995 -63.82 330.407 1.183 2.90465
174.816 -39.980 -65.13 330.715 1.045 2.52912
174.791 -39.966 -66.45 331.023 0.907 2.1948
174.766 -39.952 -67.76 331.331 0.769 1.85957
174.741 -39.937 -69.08 331.639 0.630 1.52347
174.717 -39.923 -70.39 331.947 0.490 1.18648
174.692 -39.909 -71.71 332.255 0.351 0.848604
174.667 -39.894 -73.03 332.563 0.211 0.509844
174.642 -39.880 -74.34 332.870 0.070 0.170171
175.032 -40.178 -50.66 327.494 2.992 6.63079
175.007 -40.164 -51.97 327.805 2.834 6.3077
174.982 -40.149 -53.29 328.115 2.675 5.94228
174.957 -40.135 -54.61 328.425 2.517 5.57585
174.932 -40.121 -55.92 328.735 2.357 5.24997
174.907 -40.106 -57.24 329.044 2.198 4.88158
174.882 -40.092 -58.55 329.354 2.038 4.5121
174.857 -40.077 -59.87 329.663 1.877 4.18352
174.832 -40.063 -61.18 329.972 1.716 3.81217
174.807 -40.048 -62.50 330.282 1.555 3.43971
174.782 -40.034 -63.82 330.590 1.393 3.10833
174.757 -40.019 -65.13 330.899 1.231 2.73398
174.732 -40.005 -66.45 331.208 1.068 2.35855
174.706 -39.990 -67.76 331.517 0.905 2.02435
174.681 -39.976 -69.08 331.825 0.742 1.64696
174.656 -39.961 -70.39 332.133 0.578 1.2686
174.631 -39.947 -71.71 332.441 0.413 0.931558
174.606 -39.932 -73.03 332.749 0.248 0.551196
174.581 -39.918 -74.34 333.057 0.083 0.169826
174.976 -40.219 -50.66 327.675 3.440 7.06963
174.951 -40.205 -51.97 327.985 3.258 6.70672
174.925 -40.190 -53.29 328.296 3.076 6.3428
174.900 -40.175 -54.61 328.606 2.894 5.93635
174.875 -40.161 -55.92 328.917 2.711 5.57047
174.849 -40.146 -57.24 329.227 2.527 5.20344
174.824 -40.131 -58.55 329.537 2.343 4.83538
174.799 -40.117 -59.87 329.847 2.159 4.42457
174.773 -40.102 -61.18 330.156 1.974 4.05442
174.748 -40.088 -62.50 330.466 1.788 3.68333
174.723 -40.073 -63.82 330.775 1.602 3.31113
174.697 -40.058 -65.13 331.084 1.416 2.89592
174.672 -40.044 -66.45 331.394 1.229 2.52161
174.647 -40.029 -67.76 331.703 1.041 2.14628
174.621 -40.014 -69.08 332.011 0.853 1.76997
174.596 -40.000 -70.39 332.320 0.664 1.35037
174.571 -39.985 -71.71 332.629 0.475 0.971896
174.545 -39.971 -73.03 332.937 0.285 0.59239
174.520 -39.956 -74.34 333.245 0.095 0.211854
174.916 -40.259 -50.66 333.640 3.880 8.415
174.890 -40.244 -51.97 333.384 3.675 7.97221
174.865 -40.229 -53.29 333.127 3.470 7.52818
174.840 -40.215 -54.61 332.870 3.264 7.0829
174.815 -40.200 -55.92 332.613 3.058 6.63638
174.789 -40.186 -57.24 332.356 2.851 6.18875
174.764 -40.171 -58.55 332.099 2.643 5.73973
174.739 -40.156 -59.87 331.841 2.435 5.28945
174.713 -40.142 -61.18 331.584 2.227 4.83793
174.688 -40.127 -62.50 331.326 2.017 4.38513
174.663 -40.113 -63.82 331.068 1.807 3.9311
174.638 -40.098 -65.13 330.810 1.597 3.47582
174.612 -40.083 -66.45 330.552 1.386 3.01936
174.587 -40.069 -67.76 330.294 1.174 2.56156
174.562 -40.054 -69.08 330.035 0.962 2.1025
174.536 -40.040 -70.39 329.777 0.749 1.64218
174.511 -40.025 -71.71 329.518 0.536 1.18061
174.486 -40.010 -73.03 329.259 0.322 0.717772
174.461 -39.996 -74.34 329.000 0.107 0.253681
174.851 -40.297 -50.66 333.842 4.312 10.6613
174.826 -40.282 -51.97 333.584 4.085 10.0989
174.801 -40.268 -53.29 333.327 3.857 9.53476
174.776 -40.254 -54.61 333.069 3.628 8.96922
174.751 -40.239 -55.92 332.811 3.399 8.4019
174.726 -40.225 -57.24 332.553 3.168 7.8332
174.702 -40.210 -58.55 332.295 2.938 7.26275
174.677 -40.196 -59.87 332.036 2.706 6.69092
174.652 -40.182 -61.18 331.778 2.474 6.11733
174.627 -40.167 -62.50 331.519 2.242 5.54231
174.602 -40.153 -63.82 331.261 2.009 4.96558
174.577 -40.138 -65.13 331.002 1.775 4.38738
174.552 -40.124 -66.45 330.743 1.540 3.80752
174.527 -40.110 -67.76 330.483 1.305 3.22615
174.502 -40.095 -69.08 330.224 1.069 2.64311
174.477 -40.081 -70.39 329.965 0.833 2.05856
174.452 -40.067 -71.71 329.705 0.596 1.47237
174.427 -40.052 -73.03 329.445 0.358 0.884627
174.402 -40.038 -74.34 329.186 0.119 0.29527
174.787 -40.335 -50.66 334.044 4.743 12.8575
174.762 -40.321 -51.97 333.786 4.493 12.1757
174.737 -40.307 -53.29 333.527 4.242 11.4919
174.713 -40.292 -54.61 333.269 3.990 10.8064
174.688 -40.278 -55.92 333.010 3.738 10.1186
174.664 -40.264 -57.24 332.751 3.485 9.42927
174.639 -40.250 -58.55 332.492 3.231 8.7794
174.615 -40.236 -59.87 332.232 2.976 8.08632
174.590 -40.222 -61.18 331.973 2.721 7.39131
174.565 -40.207 -62.50 331.713 2.465 6.69444
174.541 -40.193 -63.82 331.454 2.209 5.99549
174.516 -40.179 -65.13 331.194 1.952 5.2948
174.492 -40.165 -66.45 330.934 1.694 4.59223
174.467 -40.151 -67.76 330.674 1.435 3.88773
174.443 -40.136 -69.08 330.414 1.176 3.18135
174.418 -40.122 -70.39 330.153 0.916 2.47304
174.394 -40.108 -71.71 329.893 0.655 1.76284
174.369 -40.094 -73.03 329.632 0.393 1.05069
174.344 -40.080 -74.34 329.372 0.131 0.336672
174.722 -40.373 -50.66 334.248 5.172 15.0856
174.698 -40.359 -51.97 333.988 4.899 14.2848
174.674 -40.345 -53.29 333.729 4.625 13.4818
174.649 -40.331 -54.61 333.469 4.351 12.6766
174.625 -40.317 -55.92 333.209 4.075 11.8693
174.601 -40.303 -57.24 332.949 3.799 11.06
174.577 -40.289 -58.55 332.689 3.523 10.2483
174.553 -40.275 -59.87 332.429 3.245 9.4757
174.528 -40.261 -61.18 332.169 2.967 8.65959
174.504 -40.247 -62.50 331.909 2.688 7.84133
174.480 -40.233 -63.82 331.648 2.408 7.02103
174.456 -40.219 -65.13 331.387 2.128 6.19836
174.432 -40.205 -66.45 331.126 1.846 5.37345
174.407 -40.192 -67.76 330.865 1.564 4.54637
174.383 -40.178 -69.08 330.604 1.282 3.71709
174.359 -40.164 -70.39 330.343 0.998 2.92749
174.335 -40.150 -71.71 330.082 0.714 2.09382
174.311 -40.136 -73.03 329.820 0.429 1.25795
174.286 -40.122 -74.34 329.559 0.143 0.41987
174.657 -40.411 -50.66 334.452 5.599 17.2633
174.634 -40.397 -51.97 334.192 5.303 16.3443
174.610 -40.384 -53.29 333.931 5.007 15.4634
174.586 -40.370 -54.61 333.671 4.710 14.5394
174.562 -40.356 -55.92 333.410 4.412 13.6129
174.538 -40.342 -57.24 333.149 4.113 12.6835
174.514 -40.329 -58.55 332.888 3.813 11.752
174.491 -40.315 -59.87 332.627 3.513 10.8178
174.467 -40.301 -61.18 332.366 3.212 9.92264
174.443 -40.287 -62.50 332.104 2.909 8.98344
174.419 -40.274 -63.82 331.843 2.607 8.04194
174.395 -40.260 -65.13 331.581 2.303 7.09776
174.371 -40.246 -66.45 331.320 1.999 6.15124
174.348 -40.232 -67.76 331.058 1.693 5.24368
174.324 -40.219 -69.08 330.796 1.387 4.29218
174.300 -40.205 -70.39 330.534 1.080 3.33807
174.276 -40.191 -71.71 330.271 0.773 2.38152
174.252 -40.177 -73.03 330.009 0.464 1.4224
174.228 -40.164 -74.34 329.747 0.155 0.460795
174.593 -40.449 -50.66 334.657 6.024 19.4734
174.569 -40.436 -51.97 334.396 5.706 18.4361
174.546 -40.422 -53.29 334.134 5.387 17.3962
174.522 -40.409 -54.61 333.873 5.067 16.3944
174.499 -40.395 -55.92 333.611 4.746 15.3489
174.475 -40.382 -57.24 333.349 4.425 14.3003
174.452 -40.368 -58.55 333.088 4.102 13.2492
174.428 -40.355 -59.87 332.826 3.779 12.1953
174.405 -40.341 -61.18 332.563 3.455 11.18
174.382 -40.327 -62.50 332.301 3.130 10.1206
174.358 -40.314 -63.82 332.039 2.804 9.05835
174.335 -40.300 -65.13 331.776 2.478 7.99338
174.311 -40.287 -66.45 331.514 2.150 6.96704
174.288 -40.273 -67.76 331.251 1.822 5.89637
174.264 -40.260 -69.08 330.988 1.492 4.82302
174.241 -40.246 -70.39 330.725 1.162 3.74686
174.217 -40.233 -71.71 330.462 0.831 2.66791
174.194 -40.219 -73.03 330.199 0.499 1.62787
174.170 -40.206 -74.34 329.935 0.167 0.543327
174.536 -40.490 -50.74 320.499 5.932 20.5679
174.510 -40.475 -52.21 320.095 5.580 19.3745
174.484 -40.461 -53.68 319.691 5.228 18.136
174.459 -40.446 -55.15 319.287 4.875 16.8941
174.433 -40.431 -56.62 318.883 4.520 15.6898
174.407 -40.416 -58.09 318.478 4.164 14.4406
174.381 -40.401 -59.56 318.073 3.808 13.1878
174.355 -40.386 -61.03 317.669 3.450 11.9727
174.330 -40.371 -62.50 317.264 3.091 10.7126
174.304 -40.356 -63.97 316.859 2.732 9.4901
174.278 -40.341 -65.44 316.453 2.371 8.22295
174.252 -40.327 -66.91 316.048 2.009 6.95192
174.227 -40.312 -68.38 315.642 1.646 5.71867
174.201 -40.297 -69.85 315.237 1.282 4.44045
174.175 -40.282 -71.32 314.831 0.917 3.20003
174.149 -40.267 -72.79 314.425 0.551 1.91443
174.123 -40.252 -74.26 314.019 0.184 0.625175
174.490 -40.536 -50.74 320.665 5.364 20.754
174.464 -40.521 -52.21 320.260 5.047 19.5231
174.439 -40.506 -53.68 319.854 4.728 18.2882
174.414 -40.492 -55.15 319.449 4.408 17.0501
174.388 -40.477 -56.62 319.044 4.087 15.808
174.363 -40.463 -58.09 318.638 3.766 14.5626
174.338 -40.448 -59.56 318.232 3.443 13.3133
174.313 -40.433 -61.03 317.826 3.120 12.0604
174.287 -40.419 -62.50 317.420 2.795 10.8042
174.262 -40.404 -63.97 317.014 2.470 9.54416
174.237 -40.390 -65.44 316.608 2.144 8.28071
174.211 -40.375 -66.91 316.202 1.816 7.01345
174.186 -40.360 -68.38 315.795 1.488 5.74273
174.161 -40.346 -69.85 315.388 1.159 4.46825
174.136 -40.331 -71.32 314.981 0.829 3.19017
174.110 -40.317 -72.79 314.574 0.498 1.90853
174.085 -40.302 -74.26 314.167 0.166 0.623218
174.443 -40.581 -50.74 320.831 4.800 20.8986
174.419 -40.567 -52.21 320.425 4.516 19.671
174.394 -40.552 -53.68 320.019 4.230 18.3987
174.369 -40.538 -55.15 319.612 3.944 17.1639
174.344 -40.524 -56.62 319.206 3.657 15.9252
174.319 -40.509 -58.09 318.799 3.369 14.6834
174.295 -40.495 -59.56 318.392 3.081 13.3968
174.270 -40.481 -61.03 317.985 2.791 12.1478
174.245 -40.466 -62.50 317.578 2.501 10.8952
174.220 -40.452 -63.97 317.171 2.210 9.5978
174.195 -40.438 -65.44 316.764 1.918 8.33804
174.171 -40.423 -66.91 316.356 1.625 7.07454
174.146 -40.409 -68.38 315.948 1.331 5.80764
174.121 -40.395 -69.85 315.541 1.037 4.4958
174.096 -40.380 -71.32 315.133 0.742 3.2217
174.071 -40.366 -72.79 314.725 0.446 1.94396
174.046 -40.352 -74.26 314.316 0.149 0.662703
174.397 -40.626 -50.74 320.998 4.239 21.042
174.373 -40.612 -52.21 320.591 3.988 19.8177
174.348 -40.598 -53.68 320.184 3.736 18.5489
174.324 -40.584 -55.15 319.776 3.483 17.277
174.300 -40.570 -56.62 319.369 3.229 16.0421
174.275 -40.556 -58.09 318.961 2.975 14.7627
174.251 -40.542 -59.56 318.553 2.720 13.5207
174.227 -40.528 -61.03 318.145 2.464 12.2345
174.203 -40.514 -62.50 317.737 2.208 10.9853
174.178 -40.500 -63.97 317.329 1.951 9.69192
174.154 -40.486 -65.44 316.920 1.693 8.39474
174.130 -40.472 -66.91 316.512 1.435 7.13517
174.105 -40.458 -68.38 316.103 1.175 5.83102
174.081 -40.444 -69.85 315.694 0.915 4.56425
174.057 -40.430 -71.32 315.285 0.655 3.25292
174.032 -40.416 -72.79 314.876 0.393 1.93796
174.008 -40.401 -74.26 314.467 0.131 0.660626
174.351 -40.671 -50.74 321.167 3.681 21.2249
174.327 -40.658 -52.21 320.758 3.463 19.9635
174.303 -40.644 -53.68 320.350 3.244 18.6986
174.279 -40.630 -55.15 319.941 3.024 17.4297
174.255 -40.616 -56.62 319.533 2.804 16.1578
174.232 -40.603 -58.09 319.124 2.583 14.8823
174.208 -40.589 -59.56 318.715 2.362 13.6029
174.184 -40.575 -61.03 318.306 2.140 12.3204
174.160 -40.561 -62.50 317.897 1.917 11.0343
174.136 -40.548 -63.97 317.487 1.694 9.74461
174.112 -40.534 -65.44 317.078 1.470 8.45121
174.089 -40.520 -66.91 316.668 1.246 7.19537
174.065 -40.506 -68.38 316.258 1.020 5.89514
174.041 -40.493 -69.85 315.848 0.795 4.59135
174.017 -40.479 -71.32 315.438 0.568 3.28391
173.993 -40.465 -72.79 315.028 0.342 1.97303
173.969 -40.451 -74.26 314.618 0.114 0.658568
174.304 -40.717 -50.74 321.336 3.126 21.3664
174.281 -40.703 -52.21 320.927 2.940 20.1083
174.258 -40.690 -53.68 320.517 2.754 18.8065
