,t0,m0,mw,x,y,z,area,dt
223368,1018525959640.6381,4.779025625009742e+19,7.052893,971222.38532,5617190.483706,-4000.0,533764928.928462,14.6893310546875
223463,1019061306391.1572,3.395029261728594e+20,7.620562,514292.536009,5246706.663276,-8100.0,3583019211.314556,109.4261474609375
223535,1019505180305.7228,5.181317131198655e+19,7.076293,889604.621353,5627685.007723,-6300.0,578287085.10861,18.9593505859375
223679,1020226339302.4231,1.9412306885618152e+20,7.458718,772940.653701,5377809.573175,-12272.727273,1954457723.800951,45.6685791015625
223700,1020291888987.3419,1.7051910464465325e+20,7.421182,652665.840475,5285884.831254,-7000.0,1470679822.04485,34.9273681640625
223720,1020367156107.7639,1.6963298275112154e+20,7.419674,176182.753848,4949216.065678,-19500.0,1873305937.887888,32.062744140625
223773,1020618846853.7424,4.098228080600726e+19,7.008397,170594.791453,5034936.750158,-4714.285714,559864807.871287,18.642578125
223850,1020988184122.525,1.2766434910161642e+21,8.004046,1189485.559262,5843822.215878,-15428.571429,8675614012.212326,94.8720703125
223925,1021344481768.5453,6.071909800226968e+19,7.122217,542129.207263,5257872.167763,-14000.0,838168963.978011,26.27001953125
224076,1022079548342.5355,6.547408394580209e+19,7.144046,600893.154566,5281481.543998,-13000.0,875110933.512966,26.0306396484375
224107,1022228680115.873,9.357274778061729e+20,7.9141,196508.516189,5008402.305762,-9900.0,5425106774.4927,97.8177490234375
224137,1022387954390.284,9.721149666353802e+19,7.258478,101458.135311,4768038.997484,-7200.0,880313738.797811,27.7718505859375
224478,1024040772741.4744,3.529300697593369e+20,7.631792,512504.301655,5249260.526603,-2700.0,3365608685.817796,82.4244384765625
224542,1024249761389.1229,7.931979426034991e+19,7.199588,650505.681378,5304646.231849,-5400.0,861263753.577783,32.1260986328125
224634,1024720541368.0283,4.840699159443207e+19,7.056605,1084270.144072,5810284.201147,-11250.0,511486834.647754,22.8590087890625
224736,1025135941258.221,3.916008655465883e+20,7.661896,655292.183653,5365485.359283,-9900.0,3126482116.459296,78.9918212890625
224999,1026356937158.3208,1.3257525714308396e+20,7.348308,758729.759229,5407956.551007,-13000.0,1487805175.828539,35.8775634765625
225019,1026439415800.7767,5.280272844350193e+19,7.081771,1021361.843364,5861117.681983,-12750.0,816095850.685339,26.63671875
225055,1026576865515.3839,6.914656535641812e+20,7.826514,137223.708068,4912225.851384,-19000.0,5248047307.432649,71.1085205078125
225086,1026709408131.9984,1.731275824586239e+20,7.425578,652303.996199,5286878.99023,-13000.0,1470942265.669037,39.9266357421875
225180,1027215448836.5393,4.4154764971875474e+20,7.696652,196410.885951,5011217.170423,-7200.0,4067561221.44348,106.1806640625
225212,1027344755717.5018,5.0508716397763535e+19,7.068911,590953.280192,5273728.593112,-9000.0,655729284.716063,25.034423828125
225218,1027359451346.3657,1.649185904645973e+20,7.411513,791602.995166,5350342.368591,-13000.0,1816058966.277136,26.1707763671875
225288,1027662567704.6084,2.536243541723677e+20,7.536127,780354.208445,5398255.469777,-17454.545455,3013650279.229986,41.6312255859375
225477,1028569912921.0905,8.947307358326527e+19,7.234462,121210.364325,4963254.093236,-4714.285714,788674774.177528,26.8619384765625
225490,1028615035612.6991,5.257627886920611e+19,7.080527,23522.493194,4423479.613328,-18000.0,815264600.977018,21.365478515625
225672,1029300136712.3346,6.330828839986997e+20,7.800974,382310.613766,5155705.102917,-10800.0,4980491787.582932,89.3507080078125
225674,1029300224863.6984,5.176778570077021e+19,7.07604,534339.003787,5255730.987281,-12000.0,892847930.841975,37.3812255859375
225719,1029516609058.076,5.14130938840358e+19,7.074049,638691.869029,5286446.38196,-5000.0,721600455.308787,21.898193359375
225722,1029516736648.5347,8.903198790070133e+19,7.233031,604264.473947,5286234.128832,-13000.0,925963547.136554,22.755859375
225921,1030509222928.6101,9.617624648933985e+19,7.255379,781684.266083,5380650.223905,-9900.0,1038605553.620054,26.26611328125
226043,1031099061473.4044,1.4180251180092834e+20,7.367789,675824.148687,5321197.89976,-13000.0,1314368112.055536,31.979248046875
226107,1031319343052.596,4.418409279459955e+19,7.030177,1054026.754258,5866241.783839,-12000.0,681967348.926425,20.289306640625
226151,1031559131607.4933,1.5290705896889834e+20,7.389618,184274.810214,4961894.455285,-19428.571429,1490958416.752026,29.493896484375
226350,1032462987764.483,2.5708315083791758e+20,7.540049,733981.877757,5348181.590943,-13090.909091,2208391244.312829,31.1409912109375
226351,1032462990862.2424,4.372576777229369e+19,7.027158,747065.944287,5364812.048841,-9000.0,531789160.04268,17.4322509765625
226465,1033004778277.171,3.799404485742893e+20,7.653144,952661.331302,5519074.24163,-16363.636364,3858055861.861092,39.216552734375
226688,1033986213698.8649,6.624693650498949e+20,7.814111,319721.892857,5112243.126841,-10800.0,4701166408.143992,68.2935791015625
226740,1034231929972.6165,2.7464115287101433e+21,8.225844,30740.008057,4452981.625003,-19000.0,15513589979.285194,157.266357421875
226761,1034306421360.4318,4.137595429373718e+20,7.677832,510516.123399,5241267.910286,-11700.0,3869019565.983667,95.4388427734375
226801,1034488962776.5272,4.158832141267491e+19,7.012648,719936.130056,5280972.579447,-13090.909091,466799641.421319,16.3780517578125
226830,1034659119949.3484,1.8555638829841508e+20,7.445651,720309.673147,5311610.439772,-3000.0,1594414708.12626,34.9000244140625
226940,1035185828108.6342,1.3140604898064534e+21,8.01241,768752.262799,5404915.103333,-19480.519481,9864372193.5495,80.195556640625
227066,1035774491864.9438,2.1152300106525026e+20,7.483572,1186342.253603,5846190.866588,-16051.948052,2556372686.309649,36.40625
227256,1036561361428.4277,5.2093974983719215e+19,7.077858,1030250.849003,5902373.972192,-10500.0,751922651.240261,15.7144775390625
227412,1037203798030.9552,2.1560879119376512e+20,7.489111,174662.26663,4951221.731347,-18000.0,2243486813.603392,32.49560546875
227499,1037681938036.9889,6.7342177188670824e+19,7.152191,640677.393185,5314046.924929,-13000.0,761236329.895304,23.5380859375
227502,1037692052647.9459,7.441386945274398e+19,7.181103,576952.907906,5261231.228954,-3000.0,782118474.532449,24.39990234375
227522,1037768375107.3788,2.2487999439680786e+20,7.501301,325137.936383,5064001.593154,-11700.0,1806953508.380197,57.3277587890625
227529,1037782033181.454,7.365564452123982e+19,7.178137,341139.776672,5043290.416623,-11700.0,774839131.953592,32.235107421875
227583,1038049223722.1573,8.348215978754325e+19,7.214396,144541.080713,4835477.89209,-7200.0,899564040.974392,28.8829345703125
227633,1038280113314.1045,2.050736094753192e+20,7.474607,542129.207263,5257872.167763,-12000.0,2224770233.477874,52.1669921875
227867,1039173578825.6307,4.875703633411383e+19,7.058692,198491.299177,5015340.756237,-7200.0,733245633.899861,25.29931640625
227899,1039305290479.7074,5.09934755887312e+19,7.071676,1014968.270676,5484980.263836,-5454.545455,680043458.457125,27.297607421875
227978,1039621605255.3861,1.9939427891013288e+20,7.466475,607114.68008,5311101.740794,-5000.0,1655240125.886982,38.7025146484375
228015,1039759664438.0762,2.8404921001799286e+22,8.902262,1059051.484035,5705073.176772,-19480.519481,74428791851.48592,208.0030517578125
228133,1039846545959.091,1.093311779684868e+21,7.959163,219727.940038,5037863.278127,-7200.0,8095304289.986866,177.5501708984375
228344,1040839976896.1154,1.2867453027135768e+22,8.672995,935373.150178,5532101.820535,-19792.207792,42022736524.73244,166.486572265625
228421,1041001508294.0616,4.893113816424727e+19,7.059724,1022753.312581,5892885.622501,-6750.0,673744445.034809,29.03662109375
228433,1041032326788.9192,1.9326816658488168e+20,7.45744,652930.413149,5286826.669406,-12000.0,1703905164.424959,42.7059326171875
228562,1041767048437.6353,1.2779707659775723e+20,7.337681,747220.241003,5672997.581289,-6300.0,1086847634.143101,38.58642578125
228719,1042787395684.5536,4.239927303083924e+19,7.018239,691838.14907,5344681.905824,-6000.0,551270082.680755,20.721923828125
228722,1042805834612.4259,2.2211273027163056e+20,7.497716,772940.653701,5377809.573175,-12272.727273,1871859471.432699,38.957763671875
228782,1043118247721.1616,1.2063581180323278e+20,7.320984,567570.58558,5278413.436131,-12600.0,1370406860.278832,29.7977294921875
228878,1043674601714.2657,1.2746180417563076e+20,7.33692,201393.748241,5014809.314928,-12600.0,1309819564.013779,34.76171875
228963,1044135546233.0807,1.1394574144820566e+20,7.304465,756636.889797,5406980.215575,-13000.0,1259053922.301229,24.5042724609375
228975,1044161094834.0914,5.776379809046261e+19,7.10777,603070.877696,5273690.457139,-12000.0,703592385.091042,17.856201171875
229031,1044474558665.5366,6.222965792540896e+19,7.129332,582249.113783,5281544.424821,-12000.0,816661955.710194,35.4310302734375
229033,1044482911782.0896,8.721886329673782e+19,7.227074,582593.02776,5288133.095403,-13500.0,883689476.557583,20.82421875
229082,1044797093227.2302,8.002900325936181e+20,7.868832,513100.379773,5248409.238827,-4500.0,7401377139.947744,184.6630859375
229246,1045620391046.6506,8.511794194466904e+19,7.220014,186410.051223,5019225.631171,-12000.0,1134322260.005806,24.173828125
229367,1046313089919.3942,1.0433551381221856e+21,7.945621,138715.586177,4913190.248747,-19500.0,7183473765.291661,97.33642578125
229428,1046573195763.1122,1.749596939789815e+20,7.428625,707409.631708,5390563.82721,-13000.0,1432566889.717737,28.9228515625
229431,1046579229639.4957,5.118903344490188e+19,7.072785,775867.815659,5353073.725104,-10800.0,615219943.130562,19.6260986328125
229470,1046706950189.7,8.238670347788027e+19,7.210571,249696.775409,5007837.663968,-10800.0,874307248.137877,37.7537841796875
229495,1046809199667.894,4.081499210820006e+19,7.007213,24849.321091,4422366.27253,-19000.0,694310122.604708,23.4381103515625
229502,1046820505447.5186,1.802666585807081e+20,7.437277,654546.764491,5363650.457801,-12600.0,1590907399.743018,46.68896484375
229539,1047005936390.1182,7.812949829945247e+19,7.19521,794214.503358,5384939.788114,-6718.614719,873173529.942419,21.0670166015625
229706,1047793716747.3091,4.127977012881842e+19,7.010492,403953.951246,4975988.292721,-4500.0,422790707.464371,20.774658203125
229708,1047805574946.2681,7.3544855373069795e+19,7.177702,1047575.886824,5898527.859008,-12750.0,885147220.569181,19.3023681640625
229819,1048348945729.989,1.291556748191663e+20,7.340742,195936.938932,5008319.510679,-9000.0,1332261183.764688,37.562255859375
229847,1048471787130.8738,1.4952953695701153e+20,7.383151,343117.3862,4903633.557874,-12272.727273,1085653756.982868,32.9669189453125
229888,1048607967273.4519,1.8847149854402737e+20,7.450164,719947.828872,5312604.598748,-9000.0,1481792917.016235,36.97900390625
229904,1048672462251.6372,6.100239440911389e+19,7.123565,711725.399998,5253578.504163,-4909.090909,569993842.380913,22.971435546875
230085,1049636296136.8816,8.102919309430912e+20,7.872428,512504.301655,5249260.526603,-2700.0,7273676845.739134,183.18115234375
230117,1049732280605.8315,5.843071435679624e+19,7.111094,533775.431609,5255605.608918,-5000.0,780895800.677562,19.6104736328125
230293,1050530469890.7422,4.413723432862262e+19,7.02987,706776.692139,5329762.935024,-11000.0,648841721.455842,21.2454833984375
230498,1051566531740.7512,1.4588849962961979e+20,7.376014,769953.425225,5375104.95764,-13090.909091,1662927451.259139,48.14697265625
230561,1051886021339.8691,8.04025097152363e+19,7.203513,586242.431949,5276159.728606,-12000.0,940490643.297613,25.01953125
230624,1052126247094.812,5.982762579485335e+19,7.117935,184966.077315,5061229.147345,-6300.0,570450415.234159,24.033935546875
230703,1052502951258.3156,7.245717140842253e+19,7.173388,753348.459397,5303866.033368,-13090.909091,763360416.990609,35.9990234375
230757,1052818987506.0522,4.795922198303659e+19,7.053915,1048342.563328,5827455.020101,-7500.0,766199577.906395,27.072509765625
230809,1053073200897.2064,1.2420340864621416e+20,7.329422,176728.121833,4962219.923206,-14857.142857,1425898666.356416,42.0157470703125
230812,1053073551227.604,1.8384265098665175e+20,7.442964,175243.244595,4948544.756735,-19500.0,1903972205.386245,31.50732421875
230825,1053171308831.7699,1.2664555529381342e+20,7.33506,219488.245479,4898886.842647,-6300.0,1112872336.861094,43.6282958984375
230843,1053252193422.9568,4.045839770663132e+19,7.004672,810803.586535,5352181.746073,-8000.0,574711858.631341,22.087646484375
230961,1053830811122.3535,1.0739922528763722e+20,7.287334,563800.821084,5207839.096382,-7000.0,1092804123.687357,27.710205078125
231030,1054068473645.7444,1.7983638128109565e+20,7.436585,199683.455413,5013638.180685,-10800.0,1598833040.941407,39.76416015625
231050,1054173210374.8904,3.001061083828661e+21,8.251517,84528.691497,4728530.077836,-19500.0,15806551150.927227,134.9735107421875
231172,1054653112548.4889,1.955465517571133e+20,7.460833,1169054.072479,5859218.445493,-19480.519481,2366628424.842663,40.34912109375
231260,1055030520951.8771,2.6509913977236976e+20,7.548939,935373.150178,5532101.820535,-19792.207792,3114989253.355584,47.2567138671875
231323,1055243048889.1342,8.330694855095389e+20,7.880454,819645.529182,5368647.335901,-9662.337662,6816779553.064354,53.6513671875
231477,1055854198347.8868,1.2061299760566721e+20,7.320929,190212.000965,4882161.248295,-10800.0,1142239000.331357,33.8638916015625
231496,1055937460319.8433,1.9693731350439268e+20,7.462885,650656.866168,5286424.698887,-12000.0,1531155807.132912,32.498046875
231725,1056895243923.6578,1.1443774863374483e+21,7.97238,496707.517034,5231804.658766,-10800.0,7345750806.341812,122.8582763671875
231923,1057835841730.9805,1.1195090126140914e+20,7.299352,605375.804095,5286547.498349,-13000.0,1194139507.169891,30.7884521484375
231952,1057928388270.261,8.150967762110133e+19,7.207473,528681.764012,5254580.0459,-10000.0,1088306057.726229,28.8214111328125
231988,1058130236571.1849,6.718395539614829e+19,7.15151,202996.675765,5067789.874898,-12600.0,711419550.973353,26.6962890625
232176,1058842267837.5846,1.4736877223693936e+20,7.378937,195340.860814,5009170.798455,-7200.0,1393301482.980438,35.6927490234375
232219,1059135143758.3293,1.623584555610336e+20,7.406983,414146.465431,5128687.641612,-13153.846154,1382012650.95519,44.236083984375
232356,1059747481431.0426,8.524514686965524e+19,7.220446,434888.776513,4875660.187213,-11076.923077,942932837.261475,28.1370849609375
232432,1060048730436.8778,8.068343132704915e+19,7.204523,716771.381816,5326883.480352,-13090.909091,942964066.187477,27.83251953125
232478,1060214325762.6927,1.7735380769142597e+20,7.43256,615023.126334,5463014.267143,-11769.230769,1540490743.109309,68.1907958984375
232816,1061585108632.861,2.534340419535696e+20,7.53591,674465.004505,5309926.642052,-11700.0,1945490694.143682,35.9439697265625
232905,1061835325537.5688,8.261640137826996e+20,7.878044,512961.269106,5241800.196484,-13500.0,7355249124.704998,179.464599609375
232923,1061872139828.8933,1.1012140782898007e+20,7.294581,555491.929371,5271625.580691,-12600.0,1196449946.983693,24.2647705078125
233036,1062285071981.0519,2.0129735002614068e+20,7.469225,611687.20377,5311733.533718,-13000.0,1626300947.496728,38.152587890625
233183,1062866006883.631,1.8468915858873172e+20,7.444294,771509.94707,5374363.763556,-10636.363636,1816935332.99315,37.6419677734375
233193,1062867361526.6077,5.082645364249552e+19,7.070727,997115.386242,5779904.142823,-12000.0,731480255.8445,16.539794921875
233195,1062869738781.1101,1.6023137813245264e+20,7.403165,803004.866051,5379798.268617,-12779.220779,2329888614.625453,40.7506103515625
233214,1062942928034.9958,5.026134949346967e+19,7.067489,783070.337039,5361431.113426,-9818.181818,487065512.169978,14.39111328125
233222,1062957949460.5941,1.6760814654865955e+20,7.416197,758266.847048,5407546.778706,-14000.0,1473374630.940762,23.7540283203125
233262,1063059068031.2833,6.126016562796949e+19,7.124785,1032317.121959,5903402.842334,-10500.0,877423332.844892,19.0472412109375
233515,1064126873787.1434,1.3628123773414923e+20,7.356291,650656.866168,5286424.698887,-12000.0,1371034195.414344,30.8909912109375
233564,1064312611198.319,9.783879548222095e+19,7.260341,568439.663492,5268985.819184,-7000.0,1162654049.318968,34.7596435546875
233738,1065032696148.8247,4.590388358783534e+19,7.041233,132792.009766,4970615.086684,-7714.285714,571567707.553141,18.43701171875
233955,1065938151546.8573,2.0934849152079574e+20,7.48058,197006.964069,5010365.882647,-9000.0,1704766429.281106,39.0653076171875
233985,1066104294908.7094,7.921670442363377e+20,7.865878,104179.782839,4826030.339011,-20000.0,5539761870.057918,64.1497802734375
234443,1068220858705.6548,1.3664859937413997e+20,7.35707,174662.26663,4951221.731347,-18000.0,1697314675.017717,39.42529296875
234566,1068700980573.3079,6.319577819952678e+19,7.133792,583381.1717,5263814.746927,-3000.0,747562832.441094,26.0198974609375
234589,1068827200682.547,1.6196080559594668e+22,8.739607,938516.455837,5529733.169825,-19168.831169,45701546762.25319,139.8717041015625
234752,1069374068799.508,1.8057039030337266e+21,8.104431,1167482.419649,5860402.770848,-19792.207792,11145199485.860645,85.470458984375
234844,1069712622068.846,4.401064062494213e+19,7.029038,900425.247015,5658001.78726,-9900.0,498818278.338255,17.5679931640625
234906,1069969683254.9442,1.461248679046524e+21,8.043149,489778.359681,5225595.796983,-12600.0,8361757051.856037,123.760986328125
234996,1070329618652.8407,4.746389685809251e+19,7.050909,1074286.473072,5901883.468673,-13500.0,616859214.025581,17.0020751953125
235008,1070399326888.4023,5.282165852456972e+19,7.081875,1028398.283789,5889661.22204,-7500.0,623590496.798456,13.071533203125
235144,1071171877869.0526,1.555791776765023e+20,7.394634,579113.567082,5286067.00683,-12600.0,1563919798.856808,35.8984375
235191,1071403578461.175,2.0635730233924728e+20,7.476413,651167.222709,5286678.00497,-13000.0,1592352332.340728,30.5213623046875
235438,1072690240885.1094,6.76984031271e+19,7.153719,489179.379134,5167170.360889,-10800.0,687464419.444754,25.9468994140625
235463,1072779603535.7095,5.166717647991444e+19,7.075476,179747.770605,4959513.518804,-17714.285714,748427748.103582,22.3682861328125
235473,1072820839381.1178,4.312137684363739e+19,7.023128,1008494.161074,5615462.619465,-9642.857143,626359139.059939,17.1937255859375
235531,1073100806788.8679,6.336599939740246e+19,7.134571,619755.126207,5218454.935219,-14000.0,883167183.06362,20.040771484375
235687,1073786265963.9182,2.5014860758230267e+20,7.532132,723369.186158,5334382.739269,-9818.181818,2121278851.519943,36.064208984375
235707,1073828454783.912,3.122995477814841e+21,8.263048,44821.097873,4522159.924126,-19500.0,16819620232.876867,133.2066650390625
235756,1074014743885.5046,6.7915557192358216e+19,7.154646,589798.753225,5273718.403525,-7000.0,977128319.690079,24.5345458984375
235799,1074206242680.1222,4.29320661788313e+19,7.021855,1103759.368817,5911364.992742,-9000.0,494942045.019982,20.15966796875
235873,1074564999565.1213,1.290879492059671e+20,7.34059,471455.910392,5115444.097813,-4500.0,1029283676.00066,35.6907958984375
235959,1074936310571.5286,3.8315148965312043e+20,7.65558,656232.674057,5369860.480744,-2700.0,2968993113.387032,60.0872802734375
236047,1075293141441.5789,9.84008408917667e+20,7.928666,511605.234565,5242730.767522,-10800.0,8424095477.497489,195.655029296875
236121,1075676151037.4933,1.6124352768547937e+20,7.404988,754562.539153,5388747.522208,-8000.0,1804691338.975712,56.9888916015625
236406,1076991702248.9932,1.3220259660034512e+20,7.347493,685337.562122,5325310.568935,-13000.0,1445315040.580174,43.1864013671875
236466,1077252915638.1713,8.153824381230495e+19,7.207574,559826.703578,5264917.983929,-13000.0,1158565657.076455,26.664794921875
236734,1078443300538.616,1.342118049449047e+20,7.35186,610286.232356,5284160.329796,-14000.0,1456827918.826147,40.820068359375
236851,1078922495713.7212,1.799355306016109e+20,7.436745,651287.837467,5286346.618645,-11000.0,1477434839.041712,33.67919921875
237007,1079707663461.0607,4.675011794193966e+20,7.713188,779382.931455,5401070.439061,-17922.077922,4695502159.429325,45.0765380859375
237117,1080173819470.8418,1.6517162967412133e+20,7.411957,140036.50887,4935756.842194,-13500.0,1825690650.078068,31.9342041015625
237176,1080510123600.9106,4.6411727263827214e+19,7.044418,1082639.655395,5799601.961358,-9000.0,475740705.475371,18.6881103515625
237207,1080605008428.5408,1.0927095772111037e+21,7.959003,511500.079932,5245899.015597,-6300.0,8585390169.421942,189.849609375
237259,1080871435674.7446,6.822046608869784e+19,7.155943,682983.736775,5274172.334448,-6545.454545,756309969.398055,28.4063720703125
237330,1081210967404.1044,9.24188721068934e+19,7.24384,196735.148429,4981863.79641,-18857.142857,1003059013.461694,19.5732421875
237377,1081512179809.4054,8.51127245944915e+19,7.219996,1184680.848621,5771566.563615,-3327.922078,732160830.308799,31.0841064453125
237381,1081527426088.8547,1.2403970648106295e+20,7.32904,771467.77638,5376848.116379,-13090.909091,1521943705.711473,63.7239990234375
237410,1081610108630.0126,7.834173754739127e+19,7.195995,768600.711895,5337443.975689,-13000.0,976020366.470728,18.775634765625
237608,1082560152424.4995,6.260238680357755e+19,7.131061,810399.03853,5352759.5005,-12000.0,691898632.917088,17.3594970703125
237626,1082633202029.718,4.354403240531122e+19,7.025952,561685.94683,5267461.944664,-7000.0,569183018.768918,14.1387939453125
237876,1083896248728.654,5.614141027496345e+20,7.766189,938516.455837,5529733.169825,-19168.831169,4986700707.2335,44.0107421875
237968,1084307111297.7706,1.9420101015151837e+20,7.458834,1172647.830807,5855787.677018,-18701.298701,2311430094.234087,39.004638671875
237992,1084392654810.022,1.711785663144838e+20,7.4223,624768.895475,5316184.376326,-13000.0,1645272581.023143,39.1082763671875
238077,1084759330074.2391,6.796295446440793e+20,7.821515,139045.686601,4917345.725068,-18500.0,4814196142.571267,63.41162109375
238167,1085119487137.98,4.796426248269765e+19,7.053945,1043528.050982,5895249.275396,-13500.0,546514725.210739,15.5006103515625
238211,1085269166574.2357,1.6902048477443487e+20,7.418626,651167.222709,5286678.00497,-13000.0,1474151670.87268,37.044677734375
238227,1085313402653.8289,1.134038092358073e+20,7.303085,551426.33791,5269433.710955,-12600.0,1323034137.127076,23.1102294921875
