,t0,m0,mw,x,y,z,area,dt
8320,73265459248.32718,8.534966275260193e+19,7.220801,779884.266083,5381689.454389,-13500.0,718747517.064465,36.72447204589844
8377,73652157474.18262,1.0080755245737524e+20,7.268995,646176.788579,5304604.085239,-7000.0,881001205.250845,45.79234313964844
8516,74720043932.77388,1.4015654393920524e+21,8.031076,512855.403044,5244969.391317,-9000.0,8374161037.256067,286.91090393066406
8557,74943038231.62563,1.3244352472288012e+20,7.34802,792003.296244,5388088.546102,-14961.038961,1315610633.774177,40.41328430175781
8568,74995906356.22198,2.9365117080999186e+20,7.578554,1176912.336626,5853296.818718,-17922.077922,2385602850.989356,56.63313293457031
8612,75262231919.6476,6.165451513214603e+22,9.126643,1058380.736545,5704133.266597,-19480.519481,110641164891.62755,432.5226593017578
8678,75274161874.41473,7.897946755799264e+19,7.198343,999390.011801,5885644.677831,-9750.0,604511170.290632,22.501358032226562
8736,75613759374.21652,8.5085620257097e+19,7.219904,720244.86732,5256405.057038,-13090.909091,477719699.504478,26.409255981445312
8778,76017765495.68375,4.053891308509283e+19,7.005248,146013.95697,4967430.405105,-12000.0,405805015.237382,28.866607666015625
8855,76661351482.27818,2.494694313701008e+20,7.531345,175989.094526,4950108.390548,-19000.0,1597991147.397028,37.009765625
8881,76924073148.73734,4.181334458852262e+19,7.01421,994863.399596,5813750.363411,-12000.0,328906713.571632,17.639892578125
8895,77033297522.85693,3.319862955012705e+20,7.61408,662824.099691,5373382.47369,-12000.0,2197430072.824163,89.10214233398438
8982,77967442559.02408,7.680202413303608e+19,7.190248,24849.321091,4422366.27253,-19000.0,855320954.204215,30.537261962890625
9048,78432823811.10718,2.39837915563101e+20,7.519945,654298.444468,5286414.955536,-8000.0,1494106431.518976,50.06510925292969
9079,78824427971.52148,4.017849579969871e+20,7.669329,31376.742483,4464300.083293,-18000.0,2234516175.124865,50.61521911621094
9140,79302988120.69472,3.981416295104691e+19,7.000025,592685.133997,5273707.314651,-10000.0,497098581.738643,33.520538330078125
9183,79705899080.14925,7.667984837155234e+19,7.189787,594155.017615,5283834.49657,-13000.0,631813247.290574,25.579269409179688
9250,80195501278.65894,1.3599480664751946e+20,7.355682,534339.003787,5255730.987281,-12000.0,1376140171.391184,48.276275634765625
9309,80575100939.90201,1.0927515622211037e+20,7.292348,1026011.940432,5897033.402048,-3000.0,893071262.21306,36.034149169921875
9426,81775656717.08652,1.3692711728158228e+21,8.024326,512201.312683,5241879.479746,-12600.0,8509505331.124336,298.71717834472656
9496,82464536241.50887,5.614879060186269e+19,7.09956,771390.790038,5413613.16177,-9000.0,539792550.211174,29.77752685546875
9588,83258961488.75703,6.762637726048654e+19,7.153411,1017476.414178,5814097.014503,-12750.0,704626932.972526,37.67970275878906
9644,83740252884.24438,1.0121095472006339e+20,7.270152,870088.938098,5628699.780034,-11700.0,602477512.373091,19.742019653320312
9675,84117241529.60432,3.5369900892601654e+20,7.632423,731295.728272,5345994.727005,-13090.909091,2583115071.493306,71.67387390136719
9802,85156896635.14314,4.433147525232205e+19,7.031141,1039529.12103,5923473.354067,-9750.0,427639683.478654,16.681625366210938
9835,85356236863.0722,4.167307527579324e+19,7.013237,581236.418519,5262958.427221,-3000.0,483242175.332038,32.72813415527344
9866,85590755381.24341,5.945393026349957e+19,7.11612,1051860.90668,5828132.531416,-9750.0,654634599.121997,41.196044921875
9876,85607679224.51244,5.5133353409492615e+19,7.094276,626143.174361,5284268.046287,-9000.0,534186684.861602,31.61590576171875
9979,86355967510.4012,6.3646893638062236e+19,7.135851,785716.684926,5392825.847522,-16207.792208,875807941.191526,43.294219970703125
10068,87022364123.29291,5.12801241413241e+20,7.739966,584496.894296,5290425.169019,-12600.0,3462715142.957036,88.48834228515625
10079,87156599981.48242,5.323616954295921e+19,7.084138,128372.066298,4962061.443192,-8297.43083,541945187.750766,24.352294921875
10151,87634111536.95259,8.604039858709196e+19,7.223135,904972.399962,5666760.447538,-9000.0,696464106.077399,25.248275756835938
10428,89527429326.50073,2.8293643046240004e+20,7.567793,655672.936125,5287679.116612,-13000.0,1481356411.684481,45.97911071777344
10464,89714250232.82649,1.47019463770085e+21,8.044917,513288.314286,5243345.152269,-11700.0,8435443744.826638,264.2892303466797
10582,90544987435.54326,4.360614366868478e+19,7.026365,595565.239697,5279240.482773,-11000.0,432629441.43971,20.085845947265625
10798,91854939904.53276,4.868905961582718e+19,7.058288,798755.7505,5408301.238932,-11428.571429,515296641.608593,24.958938598632812
11003,93161551256.52103,1.3720562416229419e+20,7.358248,758729.759229,5407956.551007,-13000.0,1120461904.467877,44.85453796386719
11004,93161557014.73567,1.2580408672643413e+20,7.33313,789053.029384,5382306.86244,-6787.878788,1197409022.477061,47.255126953125
11086,93728526183.39207,6.819635520143397e+19,7.155841,17879.028048,4430190.499837,-13500.0,727297707.615333,29.122604370117188
11170,94234676510.78902,7.346792033332448e+20,7.844065,832866.269811,5357296.086872,-6857.142857,4635802739.112789,75.52455139160156
11193,94404992337.9088,1.3775651846960985e+21,8.026075,105585.29623,4837170.359773,-19000.0,7466205056.229615,133.07528686523438
11194,94405336189.92828,1.818416263401012e+20,7.439796,173452.941964,4967015.403452,-10857.142857,1463236910.931183,50.56663513183594
11265,94924057405.90042,6.010822492401086e+19,7.119289,622564.838286,5284393.536509,-11000.0,623916970.744273,25.342453002929688
11312,95211593205.38466,4.458230209976376e+19,7.032775,536025.387832,5256125.859315,-11000.0,554528354.687426,28.67657470703125
11347,95445596865.32513,9.044000536339422e+19,7.237574,1183649.400614,5847497.399533,-16519.480519,1052218177.225969,53.71156311035156
11512,96451036309.90274,7.811429346910786e+20,7.86182,940088.108667,5528548.84447,-18857.142857,5061594263.9665,59.16993713378906
11611,97079585620.21591,4.4676739397181914e+21,8.366721,73401.838339,4670701.078719,-19500.0,15919740542.546764,142.4073486328125
11708,97732936141.64305,2.735045403443339e+20,7.557976,775144.521707,5378028.720049,-9818.181818,1907021815.944086,71.68531799316406
11709,97732936261.01389,6.684441649018109e+19,7.150043,762721.90545,5331773.622073,-3000.0,522849767.316013,28.174606323242188
11725,97771016256.69951,1.6947358310234364e+21,8.086068,512201.312683,5241879.479746,-12600.0,8782976620.58204,264.4664764404297
11734,97807119333.6777,4.1556539096811454e+19,7.012426,147761.594348,4975506.083878,-7875.0,409716879.809842,21.811737060546875
11822,98298380755.16727,1.793877120851297e+20,7.435862,684739.195263,5272699.329878,-3272.727273,1147371670.092741,67.03565979003906
11840,98394627729.9872,4.577502211894012e+19,7.040419,1009273.600486,5826851.67681,-12750.0,448904028.146774,31.089797973632812
12007,99354555987.28084,2.7482009464412982e+20,7.559366,713164.762095,5310994.766633,-13000.0,1611433822.705269,46.905792236328125
12067,99663015701.61307,9.087864239433309e+19,7.238975,886916.329372,5650245.407808,-12600.0,576423428.519244,24.184951782226562
12080,99742531971.69528,1.3421603788614517e+20,7.35187,648729.141534,5306055.554481,-9000.0,980752789.411185,53.48411560058594
12097,99936652617.91635,4.593216576095074e+19,7.041411,1065277.662111,5886049.44352,-9000.0,429603639.938318,17.967803955078125
12225,100759674890.88914,1.9075456102568162e+20,7.45365,608688.428902,5287559.84301,-13000.0,1282358877.470489,34.34092712402344
12268,101039044191.40434,5.248694899821907e+19,7.080034,742333.707323,5323371.958321,-11000.0,459128937.149096,23.337890625
12508,102600908104.86752,4.7674895771227914e+19,7.052193,1021924.141305,5628443.787632,-10285.714286,572087957.114117,27.714935302734375
12824,104627489975.54164,4.2287273806823424e+20,7.68414,778182.179776,5397809.151203,-17610.38961,3815503103.759501,86.95785522460938
12850,104696222050.62997,9.931375490967663e+19,7.264673,1038691.733612,5906113.743342,-10500.0,812761418.145518,20.711441040039062
12868,104788597415.3015,1.0923347232656975e+20,7.292237,596147.723979,5273605.693845,-12000.0,707716127.196887,26.837921142578125
12870,104794626623.27223,8.478707391309824e+19,7.218886,557545.921016,5267705.359074,-12000.0,806608283.770618,26.074462890625
12876,104826047984.33498,3.105488079916126e+20,7.594753,647363.762893,5361102.002616,-11700.0,1661581490.242772,56.08421325683594
12895,104942748948.71754,1.365266013880719e+21,8.023478,510680.700771,5242038.980535,-10800.0,8456564792.515331,288.77703857421875
13040,105930102197.96445,1.1586673206015089e+20,7.309306,926179.552256,5619085.139966,-10000.0,985378177.21823,55.29142761230469
13076,106144969042.20337,7.737337234980412e+19,7.192394,533775.431609,5255605.608918,-13000.0,679792282.425089,31.352493286132812
13257,107265296054.02444,3.454708140773778e+20,7.625608,162197.886256,5006496.653721,-7285.714286,1663063708.143002,45.62577819824219
13496,108733286099.55673,1.543237527024573e+20,7.392289,24931.728364,4434808.35219,-17500.0,1272378278.981476,30.914520263671875
13645,109597480628.29022,2.63378192395417e+20,7.547053,715482.396899,5309685.173477,-2000.0,1473358666.291945,45.743896484375
13758,110123482825.2393,7.66443698288988e+19,7.189654,798924.027158,5350167.415919,-9000.0,707450518.370811,32.90443420410156
13801,110494054602.44014,1.4833838633207595e+21,8.047502,1225413.279519,5814580.704772,-8103.896104,7148183813.810484,103.35050964355469
13914,111165451728.85365,1.2532752369030134e+20,7.332031,195316.359954,5010104.881314,-6300.0,1085648252.625496,50.808990478515625
13930,111247417344.6569,4.148505668046458e+19,7.011928,1036845.313907,5924003.988582,-12000.0,393176666.920574,20.817092895507812
